date,FA564090005.Q,FA563034003.Q,FA564022005.Q,FA563061103.Q,FA563062003.Q,FA563063003.Q,FA563064100.Q,FA563093003.Q,FA564090005.Q,FA564091600.Q,FA564092603.Q,FA564091703.Q,FA564091403.Q,FA564091303.Q,FA564091203.Q
2021:Q4,870226,-6896,205412,106568,18700,80144,671574,136,870226,621749,157980,336,6760,177508,18328
2022:Q1,870254,-15320,112396,71600,18988,21808,703994,69184,870254,570893,164044,74568,-3520,78032,17972
2022:Q2,556603,-23236,214232,164380,37324,12528,376219,-10612,556603,202264,86564,-12896,-4076,162012,36608
2022:Q3,395340,14924,210240,145260,872,64108,213544,-43368,395340,140467,8780,-47012,-1324,217724,1296
2022:Q4,614890,-22336,289084,81308,59956,147820,370706,-22564,614890,355085,141784,-22244,-3400,214152,59308
2023:Q1,423640,19248,200052,165888,-2692,36856,204368,-28,423640,124216,115804,864,-784,220576,-1448
2023:Q2,630384,-4668,199164,65828,10192,123144,439340,-3452,630384,265640,81520,-4504,1464,174296,8916
2023:Q3,420714,16700,155268,105272,18552,31444,274978,-26232,420714,185475,31944,-27400,2012,133224,18344
2023:Q4,914049,-23072,258912,56976,33164,168772,680981,-2772,914049,700744,103848,-1828,3832,219144,32884
2024:Q1,992372,6268,201748,33832,2448,165468,799808,-15452,992372,732058,108572,-14772,6712,198380,2384
