date,LM564090005.Q,FL563034003.Q,LM564022005.Q,LM563061103.Q,LM563062003.Q,LM563063003.Q,LM563064100.Q,LM563093003.Q,LM564090005.Q,LM564091600.Q,LM564092603.Q,LM564091703.Q,LM564091403.Q,LM564091303.Q,LM564091203.Q
1945:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,0,0,0,0,0,0,0,0,0,ND,ND,0,ND,ND,ND
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2017:Q4,3401019,19551,543721,119572,30045,394104,2771577,66170,3401019,1976978,793695,68927,7800,522922,30697
2018:Q1,3411600,18752,552678,128720,30406,393552,2771359,68811,3411600,1945559,825000,71678,8273,530105,30985
2018:Q2,3497885,14109,583231,145298,32760,405173,2834369,66176,3497885,2054151,779447,68933,8603,553668,33084
2018:Q3,3700859,21906,602068,150500,32956,418612,3016061,60824,3700859,2237697,783957,63358,9186,573322,33337
2018:Q4,3371154,22983,625929,176141,36348,413440,2659009,63233,3371154,1937128,726699,65868,8717,595859,36883
2019:Q1,3771298,24125,681966,190324,38359,453283,3000124,65083,3771298,2188774,806873,67795,24177,644897,38782
2019:Q2,3933355,28479,733003,211366,41305,480332,3103378,68495,3933355,2282353,817964,71349,26092,693779,41817
2019:Q3,4024327,29208,775165,222946,44556,507663,3139209,80745,4024327,2344567,788455,84109,28366,733653,45177
2019:Q4,4396207,29312,809136,227645,48289,533202,3476225,81534,4396207,2581409,885727,84931,30151,764970,49018
2020:Q1,3639718,30208,814864,258336,48362,508166,2704388,90258,3639718,2034671,665020,94019,25235,771702,49072
2020:Q2,4355705,36404,921226,265135,52970,603121,3275349,122726,4355705,2501046,765326,127840,27957,879483,54054
2020:Q3,4725232,34622,982092,269829,56873,655390,3562703,145815,4725232,2708053,838868,151891,30562,937792,58067
2020:Q4,5449361,33867,1041768,270617,63027,708124,4229440,144286,5449361,3181112,1029782,150298,34638,989338,64193
2021:Q1,5909740,31529,1058053,274577,67780,715696,4692647,127511,5909740,3542042,1131615,132824,34511,999812,68936
2021:Q2,6491253,33434,1133976,293253,74501,766222,5184637,139206,6491253,3928146,1235534,145006,38029,1068816,75721
2021:Q3,6580569,40385,1173705,305776,78505,789424,5234459,132020,6580569,3990744,1223735,137521,40050,1108421,80098
2021:Q4,7190516,38661,1215294,332052,83255,799987,5803330,133231,7190516,4519178,1262309,138782,42391,1143107,84749
2022:Q1,7014507,34831,1180521,336294,83033,761194,5633610,165545,7014507,4391368,1222863,172443,38398,1105138,84297
2022:Q2,6156505,29022,1173317,362617,89883,720817,4802318,151848,6156505,3723030,1062897,158175,33607,1087815,90981
2022:Q3,5892047,32753,1177227,381459,86974,708794,4552073,129994,5892047,3582737,957284,135410,32021,1096415,88180
2022:Q4,6476913,27169,1258677,400630,104407,753640,5059149,131918,6476913,3940388,1105562,137415,30646,1157434,105468
2023:Q1,6882594,31981,1336929,451603,105706,779620,5376403,137281,6882594,4158375,1204676,143001,30683,1238785,107074
2023:Q2,7299506,30814,1371681,460636,107496,803549,5766040,130971,7299506,4514797,1240131,136428,31428,1268177,108545
2023:Q3,7134289,34989,1367302,469061,107978,790263,5608045,123953,7134289,4406305,1196414,129118,31080,1262386,108985
2023:Q4,8085387,29221,1493461,502334,122605,868522,6433082,129623,8085387,5100142,1321072,135024,33537,1372082,123529
2024:Q1,8841880,30788,1532004,504597,122349,905058,7145382,133706,8841880,5729855,1402814,139277,36504,1410184,123247
