date,FL644090075.Q,FL643020073.Q,LM644022075.Q,LM643061773.Q,LM643063073.Q,FL643065075.Q,FL643065173.Q,FL643065473.Q,FL643065573.Q,FL643092473.Q,FL643093075.Q,FL644194075.Q,FL644190075.Q,FL642151073.Q,FL644122075.Q,FL643169173.Q,FL643163075.Q,FL644123075.Q,FL643168073.Q,FL643169373.Q,FL643193075.Q,LM643164105.Q,FL643065045.Q,FL643061743.Q,FL643065163.Q,FL643065443.Q,FL643065543.Q
1994:Q4,6057,0,11023,9200,1823,8592,4961,1364,2267,0,-13558,6085,6057,9747,3219,13,3206,422,422,0,-7331,28,8953,6422,2531,0,0
1995:Q1,6141,0,10751,8900,1851,9140,5666,1233,2241,0,-13750,6928,6141,9940,3220,10,3210,399,399,0,-7418,787,8637,5746,2891,0,0
1995:Q2,6394,0,10478,8600,1878,9573,6129,1183,2261,0,-13657,7393,6394,10391,3223,4,3219,345,345,0,-7565,999,7901,4774,3127,0,0
1995:Q3,6538,0,10205,8300,1905,10102,6752,1126,2224,0,-13769,7632,6538,10648,3229,5,3224,314,314,0,-7653,1094,7480,4035,3445,0,0
1995:Q4,6839,0,11483,9000,2483,9858,6777,993,2088,0,-14502,7988,6839,10926,3259,6,3253,352,352,0,-7698,1149,7621,4164,3457,0,0
1996:Q1,7141,0,12760,9700,3060,9732,7044,781,1907,0,-15351,8767,7141,11205,3290,7,3283,390,390,0,-7744,1626,7763,4169,3219,375,0
1996:Q2,7563,0,14038,10400,3638,9463,7015,666,1782,0,-15938,9545,7563,11595,3332,8,3324,443,443,0,-7807,1982,7961,4382,3229,350,0
1996:Q3,8066,240,15319,11128,4191,9313,7014,645,1654,0,-16806,10222,8066,12060,3383,10,3373,507,507,0,-7884,2156,8197,4696,3176,325,0
1996:Q4,8729,290,15918,12198,3720,10323,7844,760,1719,0,-17802,11627,8729,13720,3535,9,3526,543,543,0,-9069,2898,7350,4464,2628,258,0
1997:Q1,9724,384,16421,12210,4211,11208,8555,766,1887,0,-18289,12885,9724,15075,3843,8,3835,590,590,0,-9784,3161,6998,4350,2413,235,0
1997:Q2,11095,372,18587,13399,5188,13066,10021,957,2088,0,-20930,14894,11095,17423,4248,5,4243,769,769,0,-11345,3799,7755,4119,3316,320,0
1997:Q3,12549,497,20977,15810,5167,14406,11114,1071,2221,0,-23331,16589,12549,20152,5518,29,5489,817,817,0,-13938,4040,8068,4260,3516,292,0
1997:Q4,15294,428,26747,21187,5560,17560,13691,1334,2535,0,-29441,19383,15294,24905,6677,33,6644,1233,1233,0,-17521,4089,11060,4879,5741,437,3
1998:Q1,18085,594,30104,23183,6921,19623,15292,1382,2949,0,-32236,24185,18085,29989,8428,70,8358,1605,1605,0,-21937,6100,11266,5210,5434,465,157
1998:Q2,20063,629,28303,21062,7241,22485,17914,1425,3146,0,-31354,27335,20063,28103,10038,29,10009,1837,1837,0,-19915,7272,13678,4874,7599,736,469
1998:Q3,22215,501,24904,18301,6603,22614,17642,1528,3444,0,-25804,27886,22215,24855,10737,206,10531,2344,2344,0,-15721,5671,14232,5418,7080,866,868
1998:Q4,22612,529,18339,13119,5220,19310,14475,1368,3467,0,-15566,27067,22612,15133,11416,207,11209,2353,2353,0,-6290,4455,13929,4977,7547,791,614
1999:Q1,23625,488,19733,14915,4818,18052,13036,1299,3717,0,-14648,27747,23625,16138,12736,212,12524,2011,2011,0,-7260,4122,13466,4424,7399,906,737
1999:Q2,22958,480,19646,14875,4771,17660,12727,1236,3697,0,-14828,27741,22958,16323,12409,210,12199,1988,1988,0,-7762,4783,13009,4043,7381,863,722
1999:Q3,23468,566,19116,14608,4508,17666,12843,1172,3651,0,-13880,27412,23468,15765,12551,186,12365,1909,1909,0,-6757,3944,12790,3792,7503,801,694
1999:Q4,39169,655,19508,11366,8142,16181,11144,1568,3469,0,2825,36061,32969,14875,14896,0,14896,2332,2332,0,866,3092,11538,3670,5551,366,1951
2000:Q1,34532,541,19167,11259,7908,12370,7748,1370,3252,0,2454,31629,29507,12573,14928,0,14928,1453,1453,0,553,2122,11771,3806,5932,309,1724
2000:Q2,33494,440,18515,10376,8139,12167,7360,1322,3485,0,2372,30829,28622,12261,15127,0,15127,645,645,0,589,2207,11242,3691,5551,305,1695
2000:Q3,33722,520,18809,11607,7202,11945,7155,1251,3539,0,2448,31195,28792,12828,14504,0,14504,734,734,0,726,2403,10781,3574,5273,297,1637
2000:Q4,35216,568,19917,11993,7924,11605,7667,1032,2906,0,3126,30571,28856,12361,13590,0,13590,1814,1814,0,1091,1715,10048,3472,5370,146,1060
2001:Q1,34786,631,20033,13100,6933,11739,7896,1167,2676,0,2383,31598,28473,13589,12977,0,12977,1016,1016,0,891,3125,8837,2609,5080,140,1008
2001:Q2,36555,675,22006,15245,6761,11395,7622,1096,2677,0,2479,34308,30043,15661,12092,0,12092,1137,1137,0,1153,4265,7621,1731,4813,132,945
2001:Q3,40072,597,24418,17729,6689,12152,8248,1061,2843,0,2905,37319,32888,18187,12176,0,12176,1272,1272,0,1253,4431,7015,963,5041,124,887
2001:Q4,46203,690,29089,20288,8801,12577,8464,944,3169,0,3847,42904,38423,21552,13111,0,13111,1998,1998,0,1762,4481,6744,329,5455,118,842
2002:Q1,53142,766,35734,27094,8640,12650,8790,862,2998,0,3992,51040,44263,27694,12590,0,12590,2066,2066,0,1913,6777,6493,0,5592,112,789
2002:Q2,61769,629,41865,31555,10310,15025,10758,898,3369,0,4250,60521,52095,32191,15556,0,15556,2380,2380,0,1968,8426,8963,0,7624,117,1222
2002:Q3,68844,677,45549,33864,11685,18429,14000,884,3545,0,4189,67314,59163,36926,17499,0,17499,2478,2478,0,2260,8151,11400,0,10099,113,1188
2002:Q4,70031,871,41353,31765,9588,23478,18613,992,3873,0,4329,67815,61163,36180,20010,0,20010,3043,3043,0,1930,6652,14753,0,13217,109,1427
2003:Q1,69267,964,41823,27459,14364,22125,17170,932,4023,0,4355,68641,60711,33230,21587,0,21587,3243,3243,0,2651,7930,16532,0,15016,107,1409
2003:Q2,77407,956,43046,29482,13564,29235,23930,969,4336,0,4170,78425,68667,38302,25618,0,25618,2098,2098,0,2649,9758,19526,0,18041,105,1380
2003:Q3,84911,1550,42863,26678,16185,35972,30261,979,4732,0,4526,85826,75617,38326,32066,0,32066,3069,3069,0,2156,10209,25960,0,24503,103,1354
2003:Q4,96405,1101,46719,28883,17836,43697,37107,1180,5410,0,4888,98536,85904,41634,38613,0,38613,3011,3011,0,2646,12632,30327,0,28907,100,1320
2004:Q1,119243,1488,61163,37780,23383,50766,42442,1234,7090,0,5826,121623,106632,51894,46761,0,46761,3028,3028,0,4949,14991,37012,0,34038,99,2875
2004:Q2,134069,2925,63491,37126,26365,61637,52503,1352,7782,0,6016,135741,120726,58281,55930,0,55930,4179,4179,0,2336,15015,43883,0,40825,98,2960
2004:Q3,156495,1923,72748,40787,31961,75281,66161,1280,7840,0,6543,162173,140705,62046,71050,0,71050,3812,3812,0,3797,21468,60391,0,57114,95,3182
2004:Q4,203223,3506,79273,44675,34598,112697,103096,1341,8260,0,7747,208579,183995,70300,101146,0,101146,7955,7955,0,4594,24584,89949,0,86801,79,3069
2005:Q1,214350,3784,81100,44153,36947,120631,110102,1418,9111,0,8835,219125,193870,72024,112543,0,112543,6612,6612,0,2691,25255,98557,0,94836,174,3547
2005:Q2,231810,3815,86568,44523,42045,131878,120995,1351,9532,0,9549,238072,210827,75141,123872,0,123872,7704,7704,0,4110,27245,105562,0,102053,136,3373
2005:Q3,247822,4766,90516,43003,47513,141592,130523,1419,9650,0,10948,249291,226073,80612,130826,0,130826,10331,10331,0,4304,23218,109906,0,105098,134,4674
2005:Q4,250039,4299,91091,40628,50463,140210,127897,1514,10799,0,14439,255363,228809,83486,126225,0,126225,10997,10997,0,8101,26554,107251,0,102453,143,4655
2006:Q1,261394,5048,93013,40308,52705,150174,135545,1957,12672,0,13159,262356,237904,84559,137756,0,137756,10905,10905,0,4684,24452,112654,0,107068,247,5339
2006:Q2,274970,4122,104332,47939,56393,152353,137621,1852,12880,0,14163,276441,250436,93613,137881,0,137881,13618,13618,0,5324,26005,113111,0,106984,245,5882
2006:Q3,284629,5016,112670,55080,57590,152468,134108,2218,16142,0,14475,286337,259501,98359,138887,0,138887,14929,14929,0,7326,26836,112922,0,105564,230,7128
2006:Q4,282954,5044,127558,65412,62146,129278,104109,4574,20595,0,21074,284612,258062,97890,139177,0,139177,9371,9371,0,11624,26550,110005,0,92650,393,16962
2007:Q1,300116,5626,137691,76819,60872,140205,110464,5266,24475,0,16594,300619,273927,104036,145549,0,145549,15120,15120,0,9222,26692,115308,0,97401,388,17519
2007:Q2,294152,5587,139102,76204,62898,131768,99519,5455,26794,0,17695,291342,268409,106330,141041,0,141041,13804,13804,0,7234,22933,110934,0,90816,386,19732
2007:Q3,262041,5657,114708,78682,36026,124036,90363,5096,28577,0,17640,259971,241607,85612,136007,0,136007,9763,9763,0,10225,18364,101194,0,79815,385,20994
2007:Q4,255308,5614,120627,88910,31717,113877,80626,4860,28391,0,15190,259741,238557,91702,127295,0,127295,7648,7648,0,11912,21184,92123,0,72410,390,19323
2008:Q1,235536,7609,113334,92323,21011,98959,66119,4649,28191,0,15634,232324,214490,89859,104724,0,104724,6953,6953,0,12954,17834,72197,0,56542,385,15270
2008:Q2,235594,6041,118360,99331,19029,92559,60527,4495,27537,0,18634,229967,211026,91623,100931,0,100931,5788,5788,0,12684,18941,66666,0,50862,389,15415
2008:Q3,226047,9086,110263,93175,17088,86731,55371,3904,27456,0,19967,218277,202088,89575,91069,0,91069,6421,6421,0,15023,16189,59430,0,44498,383,14549
2008:Q4,185175,5347,98357,89631,8726,64790,34189,3794,26807,0,16681,183965,167340,79364,68413,0,68413,4843,4843,0,14720,16625,45411,0,31788,389,13234
2009:Q1,159597,4848,100958,93160,7798,39535,8385,3637,27513,0,14256,155406,140395,79258,43552,0,43552,2707,2707,0,14878,15011,23948,0,7230,380,16338
2009:Q2,165747,4467,110380,101369,9011,38059,9320,3431,25308,0,12841,162675,143774,81975,42063,0,42063,2464,2464,0,17272,18901,24153,0,7934,375,15844
2009:Q3,168926,6715,116677,105747,10930,32849,9028,2073,21748,0,12685,168140,143343,89127,38224,0,38224,2387,2387,0,13605,24797,20853,0,7740,371,12742
2009:Q4,167749,7446,116157,105193,10964,30469,8812,1965,19692,0,13677,166695,142734,90480,37062,0,37062,2003,2003,0,13189,23961,18632,0,6092,370,12170
2010:Q1,178889,5853,122397,109109,13288,36191,10947,1900,23344,0,14448,176816,152757,88913,45124,0,45124,1952,1952,0,16768,24059,20736,0,7420,382,12934
2010:Q2,177742,5245,129127,114617,14510,30727,8838,1853,20036,0,12643,174472,149588,94388,38682,0,38682,1849,1849,0,14669,24884,19724,0,7412,372,11940
2010:Q3,194506,5895,144513,128694,15819,29503,8701,1757,19045,0,14595,193391,165617,102040,38495,0,38495,1858,1858,0,23224,27774,19237,0,7187,360,11690
2010:Q4,208132,5820,161173,143393,17780,28688,8849,1634,18205,0,12451,208365,177173,120385,37013,0,37013,1997,1997,0,17778,31192,18127,0,7185,359,10583
2011:Q1,275031,8818,211217,190707,20510,40938,20247,1559,19132,0,14058,274224,219783,160811,37101,0,37101,762,762,0,21109,54441,15019,0,6070,356,8593
2011:Q2,300776,6791,239397,216949,22448,38980,19554,1549,17877,0,15608,297828,243603,187103,34755,0,34755,430,430,0,21315,54225,14458,0,5936,348,8174
2011:Q3,328160,11432,262772,239200,23572,37751,19579,1520,16652,0,16205,321192,268075,210856,33477,0,33477,470,470,0,23272,53117,14555,0,6380,338,7837
2011:Q4,331089,10651,270279,248077,22202,37321,19595,1445,16281,0,12838,322904,270276,218106,31343,0,31343,516,516,0,20311,52628,14335,0,6454,334,7547
2012:Q1,396605,13395,328240,302894,25346,37290,21099,1463,14728,0,17680,386004,328549,261577,31677,0,31677,357,357,0,34938,57455,15176,0,7115,322,7739
2012:Q2,419981,13314,347781,320611,27170,40228,24124,1466,14638,0,18658,409793,348645,281849,35362,0,35362,504,504,0,30930,61148,17596,0,9526,302,7768
2012:Q3,489250,16309,408008,377817,30191,41374,24233,1427,15714,4,23555,473840,406785,321850,33746,0,33746,535,435,100,50654,67055,17185,0,9421,308,7456
2012:Q4,477810,14205,389477,357557,31920,44054,26260,1517,16277,11,30063,459460,395190,320553,30137,0,30137,3322,3060,262,41178,64270,15637,0,10167,299,5171
2013:Q1,480362,20476,382061,345873,36188,44439,26444,1830,16165,17,33369,466323,392539,322011,31766,0,31766,2719,2296,423,36043,73784,15955,0,10589,336,5030
2013:Q2,595714,14178,362142,332579,29563,185040,29005,3265,152770,19,34335,577028,507066,309701,158978,0,158978,1763,1265,498,36624,69962,150848,0,18380,2777,129691
2013:Q3,560443,12194,341535,311599,29936,186448,29259,3291,153898,25,20241,536494,471487,288443,160426,0,160426,2002,1394,608,20616,65007,152130,0,19403,2778,129949
2013:Q4,525769,10904,299615,269266,30349,191924,31093,3800,157031,57,23269,516485,447398,255510,172245,0,172245,3114,2125,989,16529,69087,160140,0,19864,2953,137323
2014:Q1,540753,10803,289889,259983,29906,213461,32656,3850,176955,80,26520,534389,460958,243382,193658,0,193658,2770,1373,1397,21148,73431,179614,0,19391,3240,156983
2014:Q2,551392,11482,299790,271007,28783,213044,34957,3766,174321,176,26900,546054,468007,252803,188443,0,188443,5488,2455,3033,21273,78047,174030,0,19156,3212,151662
2014:Q3,552567,11816,294534,265985,28549,217611,41224,4250,172137,247,28359,542125,468085,252401,189606,0,189606,6883,2638,4245,19195,74040,172919,0,22036,3168,147715
2014:Q4,567507,12213,306787,277790,28997,221851,43769,4835,173247,333,26323,558329,482804,265501,190815,0,190815,8954,3097,5857,17534,75525,172548,0,23082,3294,146172
2015:Q1,556295,12793,302388,269420,32968,215178,42727,4385,168066,412,25524,548959,472098,262256,183790,0,183790,10020,2772,7248,16032,76861,166581,0,23792,2776,140013
2015:Q2,539105,12126,282901,248420,34481,215830,49032,4324,162474,590,27658,524712,451188,249027,173418,0,173418,13196,3514,9682,15547,73524,154432,0,26553,2721,125158
2015:Q3,521378,13432,275252,241091,34161,203974,47838,4590,151546,1140,27580,505857,435174,229063,160654,0,160654,22320,3425,18895,23137,70683,150271,0,32384,3100,114787
2015:Q4,495160,11603,262500,228146,34354,192218,45888,4481,141849,1393,27446,478180,411557,219961,152527,0,152527,27065,3289,23776,12004,66623,142973,0,33059,3102,106812
2016:Q1,506562,12903,261543,227345,34198,203405,48810,4477,150118,1131,27580,492210,425059,219750,164872,0,164872,22224,2503,19721,18213,67151,151818,0,32988,2872,115958
2016:Q2,490103,12707,248401,213151,35250,199783,50925,3663,145195,1042,28170,480039,410420,205124,162406,0,162406,22938,3844,19094,19952,69619,149508,0,34441,2314,112753
2016:Q3,509328,12399,246303,211474,34829,218467,61844,3925,152698,964,31195,496949,404725,207611,160185,0,160185,22098,4697,17401,14831,92224,144936,0,34916,2433,107587
2016:Q4,500546,10713,235658,200704,34954,206925,60069,4137,142719,918,46332,489932,397127,209403,149274,0,149274,19970,3341,16629,18480,92805,134233,0,35818,2338,96077
2017:Q1,488908,9871,244031,208627,35404,199364,61739,4389,133236,699,34943,485997,389096,215457,140811,0,140811,15126,2840,12286,17702,96901,124555,0,33283,2726,88546
2017:Q2,493186,9343,249181,214029,35152,198817,63693,4781,130343,664,35181,491199,388991,218920,136185,0,136185,16389,4511,11878,17497,102208,117571,0,34207,2977,80387
2017:Q3,520127,8899,276036,240995,35041,198131,63488,5555,129088,592,36469,517933,412044,243776,130926,0,130926,13237,2536,10701,24105,105889,112896,0,32783,3244,76869
2017:Q4,537155,8959,290241,255257,34984,201774,64773,5567,131434,546,35635,534082,429798,264286,133362,0,133362,14930,5107,9823,17220,104284,110605,0,29911,3158,77536
2018:Q1,541530,8375,285305,247626,37679,202063,61452,5237,135374,540,45247,533852,432559,264571,135324,0,135324,12889,3438,9451,19775,101293,112660,0,30127,3122,79411
2018:Q2,539316,8154,281730,243148,38582,201732,61637,6052,134043,530,47170,533278,429516,262081,129843,0,129843,12257,2884,9373,25335,103762,108628,0,29636,3907,75085
2018:Q3,576944,11109,301821,259493,42328,207800,64199,6487,137114,536,55678,571016,464364,291551,132288,0,132288,11696,2381,9315,28829,106652,110705,0,31749,4089,74867
2018:Q4,612440,9620,314486,273683,40803,227656,72489,7324,147843,538,60140,607249,501728,307559,147201,0,147201,14663,5274,9389,32305,105521,122766,0,35095,4805,82866
2019:Q1,657125,9315,345329,305737,39592,237689,73103,10578,154008,542,64250,657147,540442,338345,153986,0,153986,13922,4527,9395,34189,116705,130239,0,35046,7586,87607
2019:Q2,676460,11239,367244,328118,39126,247496,79001,10892,157603,489,49992,674987,559047,368620,160475,0,160475,11454,2974,8480,18498,115940,134051,0,36438,7519,90094
2019:Q3,687592,11713,373710,335382,38328,255649,83377,12004,160268,490,46030,686185,569027,372825,165350,0,165350,10386,2021,8365,20466,117158,138204,0,38677,8306,91221
2019:Q4,681419,12038,375688,334498,41190,242835,75856,14203,152776,501,50357,681122,591625,379346,180481,0,180481,10410,1888,8522,21388,89497,151975,0,44647,9770,97558
2020:Q1,523433,20222,235689,210521,25168,218992,53660,8516,156816,259,48271,490464,451091,259783,165333,0,165333,7903,3272,4631,18072,39373,131935,0,26812,4395,100728
2020:Q2,502978,17173,229708,209937,19771,215919,48580,8288,159051,110,40068,481034,427122,229773,173471,0,173471,4384,2673,1711,19494,53912,137857,0,27003,4623,106231
2020:Q3,503843,17919,222557,206645,15912,223328,53118,9221,160989,23,40016,482311,425880,220254,178883,0,178883,2602,2275,327,24141,56431,141419,0,28265,5497,107657
2020:Q4,515188,17881,223932,208471,15461,228293,52618,8963,166712,22,45060,502760,433686,224397,180013,0,180013,2896,2607,289,26380,69074,141678,0,28926,5193,107559
2021:Q1,517336,16947,209303,197508,11795,232379,55438,9223,167718,22,58685,512212,434892,221060,179201,0,179201,2553,2264,289,32078,77320,138397,0,26859,5246,106292
2021:Q2,515280,17316,199638,187618,12020,248532,61426,10729,176377,23,49771,514367,432032,213455,191927,0,191927,2381,2093,288,24269,82335,149400,0,29021,6574,113805
2021:Q3,510747,16157,177988,166686,11302,269874,74387,12021,183466,21,46707,505500,425626,208436,195168,0,195168,2484,2221,263,19538,79874,151535,0,30638,7105,113792
2021:Q4,532863,16572,180366,168442,11924,287674,79060,13526,195088,22,48229,526542,444407,220111,203817,0,203817,3373,3110,263,17106,82135,158107,0,35082,7687,115338
2022:Q1,531940,16427,169295,157463,11832,290922,77486,15309,198127,21,55275,524406,445564,210140,209490,0,209490,3083,2820,263,22851,78842,164092,0,38862,9180,116050
2022:Q2,526499,15773,157014,147165,9849,298735,77872,15692,205171,18,54959,509013,442610,204287,213824,0,213824,3747,3484,263,20752,66403,167052,0,40557,9372,117123
2022:Q3,536305,17546,165998,155783,10215,293292,76425,15466,201401,14,59455,509183,454976,207004,210613,0,210613,4267,4054,213,33092,54207,163526,0,41128,9359,113039
2022:Q4,523752,15883,159017,149126,9891,296342,77301,14994,204047,13,52497,500949,441420,201278,216795,0,216795,3581,3368,213,19766,59529,160418,0,41234,9193,109991
2023:Q1,547580,17408,181277,171486,9791,294410,78621,14674,201115,12,54473,523029,464608,222127,216272,0,216272,4706,4493,213,21503,58421,160115,0,43484,9078,107553
2023:Q2,537575,15676,181840,172226,9614,285061,77607,14264,193190,11,54987,517371,454482,214572,211574,0,211574,4704,4529,175,23632,62889,155400,0,44238,8653,102509
2023:Q3,545428,15585,191092,180979,10113,280308,78956,13905,187447,7,58436,525556,464692,229741,208729,0,208729,4806,4691,115,21416,60864,151319,0,44200,8188,98931
2023:Q4,548457,15266,187356,176499,10857,282367,81450,14024,186893,7,63461,532054,466392,219731,215201,0,215201,4982,4867,115,26478,65662,153199,0,46364,8402,98433
2024:Q1,545972,15557,188732,177359,11373,280118,84576,13790,181752,6,61559,528259,463948,218116,213660,0,213660,4564,4474,90,27608,64311,152069,0,48147,8712,95210
