1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1990:Q2,585681,8726,317861,68025,14484,-11205,27324,6726,30696,40022,122,12863,3419,134643,116918,0,17725,629986,556446,365215,10825,71568,19180,52388,1461,5866,696,100815,63704,42219,-5108,73540,9304,5550,5497,20285,32904
1990:Q3,584625,10879,329569,50423,14150,-33339,31485,7389,30738,36722,145,8971,3501,144415,122664,3930,17821,625724,556741,372039,14312,73855,18495,55360,1454,5720,688,88673,55579,35471,-2377,68983,6662,5619,5225,20686,30791
1990:Q4,611464,10248,297813,106479,18393,7277,44013,7894,28902,38809,112,9555,2867,145581,122921,2920,19740,650301,584797,396720,15289,80736,15885,64851,808,6103,664,84477,51518,34284,-1325,65504,6737,2882,4524,17571,33790
1991:Q1,636614,10168,326912,91624,17322,-6815,45290,6636,29191,36867,121,12763,2918,155241,131467,3226,20548,680246,608137,410411,16421,80004,16642,63362,1037,5774,568,93922,59446,35091,-615,72109,10536,3970,5004,17383,35216
1991:Q2,676860,10594,344404,100863,14620,-5679,49116,9149,33657,37562,103,12424,3036,167874,142190,3154,22530,723342,647964,442715,18154,80159,19038,61121,1179,6469,605,98683,62696,31794,4193,75378,11559,4225,5186,17303,37105
1991:Q3,733987,9071,359831,124282,14795,8904,54652,8435,37496,45059,106,13757,3213,178668,156048,3043,19577,786309,704764,485325,18212,91588,18954,72634,1188,6202,687,101562,66028,29446,6088,81545,13980,4514,5644,16774,40633
1991:Q4,725379,10191,319012,123988,13958,5669,54029,9448,40884,55066,128,14267,4298,198429,176794,3082,18553,786405,695767,441925,19000,117597,22136,95461,1152,6785,850,108458,73857,27880,6721,90638,18202,5614,5680,16655,44487
1992:Q1,736879,9976,336591,108325,13573,-15437,57617,7866,44706,51227,177,12334,4448,213801,195789,3100,14912,802368,705940,462400,19686,99811,21357,78454,1163,6002,877,116001,77797,27663,10541,96428,17893,5799,5685,17359,49692
1992:Q2,809304,10313,378374,135236,16668,-5661,66514,10120,47595,56332,193,12686,4695,211475,196904,3047,11524,874031,776127,507136,23104,108545,21645,86900,1206,6432,908,128796,87572,24679,16545,97904,16239,5910,5521,17445,52789
1992:Q3,900447,10651,401339,145374,16195,-427,62053,9364,58189,55840,191,12072,4751,270229,247655,3109,19465,972816,867102,579111,22706,109574,22725,86849,1188,6554,979,146990,103387,27206,16397,105714,16780,5956,6048,17859,59071
1992:Q4,866870,10367,407726,122695,15200,-7657,52981,11313,50858,53474,297,14783,6208,251320,230946,3271,17103,946333,832624,567447,21694,110928,25380,85548,1055,7389,888,123223,77412,23386,22425,113709,20111,5320,5889,18726,63663
1993:Q1,963082,11086,439658,140812,15752,-4995,60300,9904,59851,59775,331,15807,6402,289211,267127,2673,19411,1061642,927147,626314,19323,124191,23131,101060,1784,8101,1091,146343,107443,15780,23120,134495,29157,8725,6875,19868,69870
1993:Q2,982082,10872,447275,154700,15267,-1318,65400,14351,61000,59048,427,19213,7001,283546,259453,2748,21345,1090701,945748,623513,22754,140472,27947,112525,2602,9931,1067,145409,95962,17881,31566,144953,30006,12050,6516,20377,76004
1993:Q3,1075908,11007,504000,154734,14642,-19674,73800,14216,71750,67376,393,21514,7042,309842,287292,1878,20672,1194802,1034798,690693,26419,138895,29237,109658,3444,10437,1447,163463,109374,16904,37185,160004,36563,15352,7255,21591,79243
1993:Q4,1078672,12281,490861,137533,14868,-28313,60800,17133,73045,76123,351,24247,5951,331325,306138,2005,23182,1205139,1036831,675444,33734,144784,32473,112311,5675,10069,1401,165724,109033,25392,31299,168308,32738,24621,6966,23142,80841
1994:Q1,1150376,14913,552305,115219,11372,-44830,58600,13079,76998,77033,432,22252,5924,362298,335061,2833,24404,1284043,1108078,718235,31258,150874,34081,116793,5643,12256,1428,188384,128204,24641,35539,175965,29614,24879,6982,23663,90827
1994:Q2,1157470,14181,560631,100804,18676,-53124,55300,12503,67449,76103,436,19739,6029,379547,353504,2558,23485,1292525,1116369,734691,31324,144122,29090,115032,5675,9989,1353,189215,131259,20904,37052,176156,29478,25072,6352,24336,90918
1994:Q3,1191533,13459,589408,95331,12164,-45723,50000,12402,66488,72568,446,20178,6078,394065,366385,2603,25077,1330779,1150478,769031,29419,140737,25317,115420,5715,10257,1409,193910,132643,20988,40279,180301,27634,25250,6450,25101,95866
1994:Q4,1078913,12022,487740,93329,11207,-42684,45000,15455,64351,75051,197,20126,3431,387017,358117,2767,26133,1210614,1039275,652000,34255,143046,27301,115745,2976,9149,1195,196654,136449,24462,35743,171339,28971,13855,5868,25742,96903
1995:Q1,1174312,13990,538204,101106,16822,-29236,45000,10838,57682,69850,189,22013,3281,425679,396950,2777,25952,1321712,1132858,726541,26870,145370,24412,120958,2950,9021,1047,221059,163440,26291,31328,188854,34550,14358,6174,28473,105299
1995:Q2,1199260,13270,568510,137410,17480,-129,42000,11702,66357,68742,192,23863,3340,383933,353632,3048,27253,1355470,1157722,766201,26844,152295,29068,123227,3038,9330,1072,198942,138945,28260,31737,197748,39507,14745,5996,29414,108086
1995:Q3,1245359,14788,584830,136112,22130,-8106,46000,9305,66783,77352,199,26753,3474,401851,369284,3808,28759,1416343,1202744,785182,27368,155504,29991,125513,3098,9997,1348,220247,157359,29097,33791,213599,45613,15163,6900,30515,115408
1995:Q4,1318132,13749,591187,180876,22065,18274,54000,12723,73814,81146,186,34176,4173,412639,375014,3564,34061,1486659,1274441,827466,29300,173173,27783,145390,3401,10261,1117,229723,158840,27624,43259,212218,38739,21856,7005,29866,114752
1996:Q1,1418952,12924,643711,153285,16766,5215,50000,8866,72438,92005,135,28171,3196,485525,448405,4284,32836,1608606,1373175,877899,21360,185112,29114,155998,3649,11613,1063,272479,205833,29012,37634,235431,46500,22499,7699,32124,126609
1996:Q2,1432981,15327,672305,134950,19921,-14080,48200,8802,72107,93088,142,31923,3395,481851,444870,3751,33230,1632461,1386932,901200,24649,180270,27051,153219,3794,13026,1196,262797,195410,27044,40343,245529,46021,23191,7509,31049,137759
1996:Q3,1479369,15300,678846,143485,18072,-3985,46500,7867,75031,90515,178,29142,4018,517885,482645,4222,31018,1690966,1432157,909240,26068,178077,25665,152412,3864,14461,1079,299368,217397,25798,56173,258809,50010,23930,7972,32090,144807
1996:Q4,1524421,15651,674251,163810,23686,-12836,55200,10830,86930,98331,852,37899,19349,514278,489881,15335,9062,1777705,1476755,898114,27281,220677,30740,189937,4089,14282,1264,311048,213819,25041,72188,300950,63517,29483,7837,33855,166258
1997:Q1,1675604,14760,726717,159711,25226,-22758,53807,10056,93380,106144,866,39279,19731,608396,584846,23453,97,1945106,1624584,973835,26567,213228,31966,181262,4502,17663,1040,387749,293492,17215,77042,320522,65630,30608,8898,34959,180427
1997:Q2,1749969,18078,732277,154492,25935,-28009,53744,11363,91459,116050,878,44150,19973,664071,637513,28029,-1471,2043941,1697071,1011047,35301,231410,32341,199069,4838,16356,889,397230,300262,23751,73217,346870,84409,31719,10115,38481,182146
1997:Q3,1895065,18951,814683,158132,24340,-42821,66391,11049,99173,133977,852,50737,19553,698180,665826,30271,2083,2220726,1838053,1098341,33583,235401,33447,201954,4969,23629,1110,441020,331572,24960,84488,382673,105105,33004,11159,39913,193492
1997:Q4,1837633,21682,773165,175194,24258,-5344,50432,13203,92645,138572,287,51922,7036,669775,618546,32715,18514,2190029,1779146,1060896,35340,253705,33883,219822,6311,19938,1345,401611,285274,38245,78092,410883,105876,51271,10911,41547,201278
1998:Q1,2149500,24927,828640,235435,25079,31929,67883,12381,98163,147314,329,62800,7561,842494,756852,36746,48896,2537052,2086085,1141532,35082,282098,36812,245286,6348,19532,1085,600408,402751,40759,156898,450967,121700,50901,11746,42473,224147
1998:Q2,2167522,22235,838291,202356,28296,-29276,86937,15294,101105,158536,393,66679,7755,871277,794705,39128,37444,2573559,2102653,1154988,40084,297815,37895,259920,6460,20869,1095,581342,412156,58256,110930,470906,134839,50672,11439,45495,228461
1998:Q3,2162561,25934,793020,239004,33417,38103,61524,14699,91261,155927,395,55447,8142,884692,797457,40812,46423,2517413,2099068,1147679,39435,330984,31843,299141,6564,21782,793,551831,379838,65027,106966,418345,76885,50428,11183,44140,235709
1998:Q4,1947576,25378,681271,182635,28031,15817,50922,13145,74720,159480,642,54351,14017,829802,748379,42194,39229,2378601,1882470,985457,42533,323446,31107,292339,6644,18932,1264,504194,345126,59343,99725,496131,117260,62764,11257,68087,236763
1999:Q1,2039113,24459,701566,204568,28801,48120,32874,12390,82383,167378,914,61035,15822,863371,803739,45929,13703,2553757,1971224,1009463,34756,316763,29102,287661,7300,19429,1289,582224,443792,64607,73825,582533,162549,63740,11389,69932,274923
1999:Q2,2051072,27641,701006,152055,28785,-12250,34718,14339,86463,190591,1137,68117,17773,892752,824924,44006,23822,2624357,1977689,984322,30182,320822,32279,288543,7037,31539,1385,602402,449581,72426,80395,646668,216704,62449,11785,74898,280832
1999:Q3,2052233,26734,722563,159971,29344,-21843,57294,12844,82332,192629,1329,55535,19477,873995,805539,45564,22892,2582511,1976780,1003400,34623,335954,28690,307264,7449,30022,1498,563834,408306,53572,101956,605731,172088,62587,12148,76090,282818
1999:Q4,2177094,28711,726688,147857,25987,-42626,65950,11947,86599,234738,5633,66885,93804,872778,868937,48048,-44207,2812376,2097955,1037512,25309,383071,33410,349661,8987,30859,2180,610037,449404,18574,142059,714421,230840,83352,13774,83758,302697
2000:Q1,2490880,27117,728626,187397,30206,-6509,50284,10842,102574,299730,5363,74383,96706,1071558,1050953,48201,-27596,3176369,2404535,1084020,36416,444454,36281,408173,9105,33766,2423,794351,629613,-93,164831,771834,287231,83895,14011,86465,300232
2000:Q2,2471863,26969,751545,180131,38226,-24138,55092,9868,101083,282709,5376,74528,99544,1051061,1032253,49197,-30389,3112351,2383994,1106944,36247,426203,33906,392297,9246,39405,1719,764230,585161,6221,172848,728357,232471,84690,14904,89471,306821
2000:Q3,2509752,20781,735559,234835,45430,7847,62613,10836,108109,289020,5677,81519,101466,1040895,1015229,56110,-30444,3202416,2420114,1137895,42588,447203,35157,412046,10430,35912,1772,744314,564355,5429,174530,782302,278016,84173,14560,102475,303078
2000:Q4,2522374,30329,798457,214702,39210,-3252,63695,11289,103760,250416,5835,77220,100076,1045339,982654,59453,3232,3204827,2432298,1194356,40944,493852,33114,460738,11890,35915,2096,653245,496547,6106,150592,772529,256863,87121,14609,110180,303756
2001:Q1,2605015,30954,853403,308411,44637,61131,75298,12658,114687,211781,5942,78268,100198,1016058,1003264,63390,-50596,3259876,2512525,1263615,35007,480380,32119,448261,12841,35339,1208,684135,538739,5526,139870,747351,208148,87495,16446,117970,317292
2001:Q2,2771937,37066,882604,278601,44830,1549,96345,13677,122200,214013,5733,89825,100066,1164029,1072752,67951,23326,3458534,2677930,1314999,43913,487398,33312,454086,13185,33321,1320,783794,551401,9744,222649,780604,235756,89002,17853,125934,312059
2001:Q3,2919959,53727,888072,356303,50792,48095,137587,15997,103832,280936,6596,66595,112503,1155227,1094421,72507,-11701,3542869,2825680,1370856,47064,581345,35736,545609,13718,36136,1447,775114,561277,10876,202961,717189,180139,90407,18342,126253,302048
2001:Q4,2975864,47120,909954,305789,48160,12174,116660,19010,109785,216592,7498,85080,103746,1300085,1142891,77783,79411,3624092,2878783,1362191,42343,530427,28281,502146,13758,39211,1890,888963,595091,-19225,313097,745309,217408,75597,19232,120990,312082
2002:Q1,3032331,43054,949294,289586,47646,-4673,122486,13606,110521,202596,8032,86247,107428,1346094,1199501,83731,62862,3695045,2933130,1409490,38425,516276,28848,487428,13662,36347,1911,917019,639162,-113,277970,761915,217099,74634,18313,121986,329883
2002:Q2,2991422,45690,986128,342998,50808,-3849,148482,17419,130138,184279,8545,83728,109509,1230545,1114557,84430,31558,3604468,2892123,1516532,42805,483002,31168,451834,12775,30582,1632,804795,539264,-15098,280629,712345,173475,75249,18197,121226,324198
2002:Q3,2975691,40460,1050004,325826,44347,-3337,135610,20266,128940,166664,8599,69384,112097,1202657,1080156,89034,33467,3553786,2877804,1538119,46614,472222,26158,446064,12051,31767,1615,775416,504622,-26327,297121,675982,145364,74920,17944,117437,320317
2002:Q4,2869132,44217,1016817,335518,43495,2574,129262,21026,139161,163786,9510,74894,95896,1128494,1069196,91783,-32485,3449763,2771019,1487519,40624,464115,22265,441850,7932,37418,1347,732064,511842,-37510,257732,678744,161068,36212,18595,130612,332257
2003:Q1,3065545,44176,987076,381982,46693,11909,163226,19208,140946,175380,9123,67679,99266,1300863,1233406,92436,-24979,3654739,2965439,1477932,50232,481447,27333,454114,7732,28501,1634,917961,680219,-39834,277576,689300,158345,37309,17966,135341,340339
2003:Q2,3453736,43579,1081286,332174,41865,-27585,134460,22129,161305,256659,9605,87637,100680,1542116,1457356,94510,-9750,4077794,3348638,1575031,46175,587710,34134,553576,7740,35253,1929,1094800,842830,-46137,298107,729156,192678,37886,18723,143448,336421
2003:Q3,3407760,43857,1020545,365973,46074,-3729,128710,24085,170833,245767,9803,86803,102716,1532296,1463671,91587,-22962,4049208,3297927,1575534,48640,569043,29357,539686,7349,32468,1985,1062908,814957,-42563,290514,751281,212067,38379,18727,148815,333293
2003:Q4,3480456,47162,1035966,415017,49356,449,151609,24858,188745,200008,11684,100537,164783,1505299,1481097,95639,-71437,4173466,3370072,1653056,46991,549593,28518,521075,6952,28218,1751,1083511,826043,-41106,298574,803394,241790,46656,19076,152868,343004
2004:Q1,3743074,52962,1125794,395180,49519,-7884,142625,25028,185892,221463,12568,113454,175610,1646043,1625784,99341,-79082,4472527,3630888,1756239,59978,592036,33296,558740,6826,34599,1920,1179290,909794,-43487,312983,841639,253950,45026,17579,174199,350885
2004:Q2,3917262,53428,1269228,314079,49956,-89329,129758,30172,193522,236167,13044,117847,179937,1733532,1698425,101055,-65948,4630646,3804618,1802454,60596,613193,30429,582764,6335,32077,2034,1287929,982405,-68758,374282,826028,234636,43784,17364,186968,343276
2004:Q3,4179266,53080,1372586,440788,49876,-27190,184639,33582,199881,232995,13077,110251,180996,1775493,1745876,104525,-74908,4890448,4063159,2020283,68897,604034,33284,570750,6308,34236,2333,1327068,1018022,-72255,381301,827289,227700,44397,18193,199387,337612
2004:Q4,4298177,62881,1314909,380661,48015,-62545,159478,31961,203752,286409,13856,129065,228511,1881885,1881979,107734,-107828,5083606,4181530,1950572,62237,665357,30157,635200,7639,36040,2195,1457490,1129813,-84629,412306,902076,261257,57503,18810,213070,351436
2005:Q1,4542507,60832,1389900,424130,50399,-45074,160790,36344,221671,291863,13982,134575,233375,1993850,1953921,112661,-72732,5346860,4424544,2142962,65026,653822,31136,622686,7485,34972,2608,1517669,1202376,-14334,329627,922316,269411,56807,19090,217656,359352
2005:Q2,4629056,58952,1432068,439468,62476,-77454,179082,32413,242951,281255,13578,131123,234034,2038578,2015423,122512,-99357,5447673,4510223,2248693,63720,664998,32350,632648,6723,35049,1254,1489786,1153114,-9158,345830,937450,263348,56041,18939,225031,374091
2005:Q3,4790104,57728,1515538,412535,63811,-89334,155942,35288,246828,282905,14323,132883,233226,2140966,2095955,121432,-76421,5625867,4668766,2372700,70720,659508,33352,626156,7006,45227,1794,1511811,1151268,5064,355479,957101,288678,55253,18752,221362,373056
2005:Q4,4708550,56460,1441689,455243,60246,-69937,135786,42885,286263,264472,13424,158331,245382,2073549,2033547,125214,-85212,5597829,4584158,2320420,62361,660821,37379,623442,7260,43079,2080,1488137,1135904,-14135,366368,1013671,312293,53942,18965,237869,390602
2006:Q1,5130413,62521,1475444,471606,66698,-66554,148695,35553,287214,284094,13991,167166,274876,2380715,2325547,127377,-72209,6057332,4998095,2451964,71136,695986,44373,651613,7205,35902,2566,1733336,1367079,-12837,379094,1059237,369158,54333,19411,220439,395896
2006:Q2,5168426,74653,1481833,439393,67615,-116715,161322,37889,289282,291185,13653,166945,282047,2418717,2350571,135038,-66892,6100107,5034995,2484115,72769,737540,45198,692342,7832,48938,2812,1680989,1278760,-6927,409156,1065112,360501,55413,18968,227192,403038
2006:Q3,5477961,69778,1560711,502975,73995,-93890,180419,38392,304059,304488,13814,172725,298069,2555401,2506738,141714,-93051,6416760,5342385,2713889,74011,746782,45772,701010,8489,43328,3269,1752617,1329521,-11372,434468,1074375,355308,60703,18772,237063,402529
2006:Q4,5547796,80480,1426501,541659,64305,-83443,185690,50868,324239,345893,13685,186369,333837,2619372,2611721,157096,-149445,6562658,5414095,2707100,68788,749235,48460,700775,9593,48279,2805,1828295,1376819,3886,447590,1148563,395228,69874,16977,253698,412786
