date,FC102090005.Q,FU102090005.Q,FU102010005.Q,FU105035005.Q,FU105015205.Q,FU105013765.Q,FU105020015.Q,FU105420005.Q,FU104090005.Q,FU104190005.Q,FR102090005.Q,FR102010005.Q,FR105035005.Q,FR105015205.Q,FR105013765.Q,FR105020015.Q,FR104090005.Q,FR104022005.Q,FR103092305.Q,FR103064103.Q,FR103092105.Q,FR103064203.Q,FR103090005.Q,FR104190005.Q,FR103192305.Q,FR573073005.Q,FR103193005.Q,FV102090005.Q,LM102090005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,199112
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,13485,3154,17064,2580,2922,478,11154,-70,-1605,12305,10262,10493,14016,3892,338,-7753,-230,0,-17,0,-213,0,0,1,1,0,-0,69,212596
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,35827,8366,14720,2390,4919,461,7040,-90,8725,15079,27371,27023,25940,3068,650,-2634,390,0,27,0,363,0,0,42,49,-6,-0,90,248424
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,22786,7516,12993,2947,4740,371,5051,-116,5477,10954,15155,14684,8767,5157,212,548,539,0,38,0,500,0,1,68,75,-7,1,115,271210
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,8315,3563,1177,2362,2632,234,-3852,-199,3902,1516,4552,4183,2124,-510,-35,2604,415,0,28,0,387,0,-0,46,49,-3,-0,200,279525
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,22709,8743,16617,2987,3011,363,10525,-269,16784,24658,13402,13093,13791,6192,537,-7427,467,0,33,0,434,0,0,158,168,-10,0,563,302233
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,13756,-9435,17870,4179,3931,347,9685,-272,8027,35332,22919,22306,15752,2973,326,3255,683,0,48,0,635,0,-0,70,78,-8,-0,272,315989
1952:Q1,8810,-146,2739,962,1116,142,580,-61,-1836,1049,7829,7830,6166,241,-19,1442,-0,0,-1,0,1,0,0,0,0,-1,0,1127,324799
1952:Q2,-1147,-2158,1139,902,1210,176,-1087,-61,-38,3259,945,941,489,464,26,-37,-0,0,1,0,-1,0,-0,-4,0,-4,-0,66,323652
1952:Q3,919,2862,2363,915,667,209,635,-63,5288,4789,-2001,-1929,-1846,-262,79,100,-1,0,0,0,0,0,-1,71,0,70,-0,59,324571
1952:Q4,13134,10421,3165,1068,970,246,948,-67,2004,-5252,2662,1702,2081,-43,40,-376,884,0,35,0,849,0,0,-76,23,-99,0,52,337706
1953:Q1,7868,7204,3379,1210,1125,268,853,-77,-1630,-5456,653,695,258,507,121,-191,-0,0,0,0,0,0,-0,42,0,42,-0,11,345574
1953:Q2,15234,12978,4032,1351,1066,290,1407,-82,623,-8323,2196,2194,1379,962,51,-198,0,0,0,0,0,0,-0,-3,0,-3,-0,60,360807
1953:Q3,10313,7409,3626,1373,1148,293,896,-84,3996,213,2797,2799,1678,951,46,124,0,0,-1,0,1,0,-0,2,0,2,-0,107,371120
1953:Q4,-15259,-15842,1537,1309,1005,289,-980,-86,48,17427,431,-400,-836,397,9,31,796,0,31,0,765,0,0,-35,22,-57,-0,152,355861
1954:Q1,-7761,-9278,1577,1197,833,287,-660,-79,-4276,6579,1342,1300,27,921,133,219,0,0,0,0,0,0,-0,-42,0,-42,0,175,348100
1954:Q2,-11753,-13053,1321,1092,781,276,-744,-84,-532,13842,1183,1260,259,924,-4,81,0,0,0,0,0,0,-0,76,1,76,-0,117,336347
1954:Q3,-17892,-17140,1594,1065,845,267,-488,-94,5544,24278,-814,-781,545,-1561,20,214,0,0,0,0,0,0,-0,33,-1,34,0,62,318455
1954:Q4,-1883,-2862,2216,1112,766,263,184,-109,4762,9840,964,170,604,-257,15,-191,701,0,28,0,674,0,-1,-93,40,-132,-1,15,316572
1955:Q1,-1396,-1474,3259,1234,689,262,1209,-135,717,5450,-71,-244,-300,-170,259,-33,0,0,0,0,0,0,-0,-174,0,-173,0,148,315176
1955:Q2,-15207,-19709,3936,1335,904,271,1577,-150,3038,26683,4347,3708,2805,949,24,-71,0,0,0,0,0,0,-0,-640,0,-640,0,154,299969
1955:Q3,-4400,-12643,4624,1462,1160,291,1874,-162,7345,24612,8085,7474,5205,2190,78,1,1,0,0,0,0,0,1,-610,0,-610,-0,158,295569
1955:Q4,7633,-2994,5488,1593,1397,330,2336,-169,6282,14764,10471,9201,6842,2500,79,-220,941,0,36,0,905,0,0,-329,36,-363,-1,156,303202
1956:Q1,-1038,-13429,5564,1825,1278,377,2252,-168,-4047,14945,12279,11863,9666,2020,194,-17,-0,0,0,0,0,0,-0,-416,1,-417,0,111,302163
1956:Q2,15686,13425,5688,1969,1377,413,2099,-170,-79,-7816,2111,2354,489,1873,144,-151,0,0,0,0,0,0,-0,244,0,243,0,151,317850
1956:Q3,19515,9919,5142,2056,1513,426,1319,-172,4600,-177,9405,9614,6790,2778,154,-108,0,0,1,0,-1,0,-0,209,0,210,-0,191,337364
1956:Q4,-12273,-19319,5430,1995,1514,429,1665,-173,4557,29306,6814,5594,3597,1966,95,-63,1160,0,45,0,1115,0,-0,-60,23,-84,0,232,325091
1957:Q1,24515,19241,4827,1908,1634,397,1060,-172,-1859,-16274,5312,5561,3217,2246,213,-115,-0,0,0,0,0,0,-0,250,1,249,-1,-38,349606
1957:Q2,-11065,-14704,4474,1851,1566,375,856,-174,704,19882,3535,3005,3042,131,121,-289,0,0,0,0,0,0,0,-530,0,-530,-0,104,338541
1957:Q3,34042,30953,4588,1834,1693,367,872,-177,3857,-22508,2841,3319,2083,1017,116,102,-0,0,1,0,-1,0,-0,478,0,476,0,248,372583
1957:Q4,674,-2566,2834,1832,1432,348,-597,-181,1859,7259,2847,2774,705,1917,48,105,448,0,17,0,430,0,1,375,14,360,-0,392,373257
1958:Q1,-11648,-12476,1211,1706,773,338,-1416,-189,-3416,10271,458,276,-268,80,230,235,0,0,0,0,0,0,0,-182,0,-182,0,370,361609
1958:Q2,-12690,-14897,797,1647,461,334,-1452,-193,1265,16959,1954,1478,262,1011,60,146,0,0,0,0,0,0,-0,-476,0,-477,1,253,348919
1958:Q3,-26851,-28851,1978,1580,333,346,-83,-196,7223,38052,1864,1160,599,382,14,165,-0,0,0,0,0,0,-0,-704,0,-704,-0,136,322069
1958:Q4,-10528,-13485,3293,1584,497,368,1043,-198,6458,23236,2939,1330,702,475,14,138,834,0,33,0,801,0,-0,-775,48,-821,0,18,311541
1959:Q1,-677,-3826,3558,1528,705,381,1142,-198,668,8052,3058,2956,1864,1084,-8,17,0,0,0,0,0,0,0,-102,-1,-101,-0,92,310864
1959:Q2,-7012,-9391,5040,1614,809,396,2422,-200,5810,20242,2214,1662,634,954,212,-139,-0,0,0,0,0,0,-1,-553,0,-552,-0,165,303852
1959:Q3,13358,11490,3406,1698,984,378,691,-345,4267,-3818,1487,1644,582,810,202,50,0,0,0,0,0,0,0,157,0,157,0,381,317210
1959:Q4,-18630,-22142,3932,1675,1048,378,1178,-346,4355,30429,3058,1510,676,459,186,190,1047,0,41,0,1005,0,0,-502,40,-542,0,454,298580
1960:Q1,25547,26967,5572,1794,1281,388,2230,-121,-1249,-22645,-1685,-1023,-1226,-262,68,399,0,0,0,0,0,0,-0,663,0,664,-1,265,324127
1960:Q2,-6345,-6915,4075,1797,1465,388,604,-179,26,11016,345,-56,-595,655,32,-147,1,0,0,0,0,0,0,-401,0,-403,1,226,317782
1960:Q3,30719,31010,3805,1804,1255,418,513,-185,2253,-24953,-429,351,-412,203,99,461,-1,0,0,0,0,0,-1,779,0,779,-0,138,348502
1960:Q4,-46305,-45698,2092,1934,1027,423,-1123,-168,1811,49602,-633,-867,-490,-175,71,-272,-901,0,-35,0,-867,0,1,-1135,2,-1137,0,26,302197
1961:Q1,-39845,-40606,2479,1960,809,435,-575,-150,-1701,41385,438,-1120,-756,-223,34,-175,-0,0,1,0,-1,0,-0,-1559,0,-1559,-1,323,262351
1961:Q2,6781,5830,3184,1963,983,456,-21,-197,5961,3315,696,682,898,-261,38,9,0,0,0,0,0,0,-0,-14,-1,-13,0,255,269132
1961:Q3,-5192,-6955,4248,1968,1004,463,1025,-212,3731,14934,1606,1181,950,-236,99,368,0,0,0,0,0,0,-0,-426,0,-426,0,156,263940
1961:Q4,-10694,-12553,4419,1907,1279,461,938,-165,5361,22334,2572,1069,939,-109,81,159,198,0,7,0,191,0,-0,-1305,4,-1309,-1,-713,253246
1962:Q1,6757,5933,4973,1915,1392,439,1431,-205,-209,-1170,482,841,318,209,7,307,1,0,0,0,0,0,1,360,-1,362,0,342,260003
1962:Q2,301,4348,4746,1995,1506,435,1047,-238,3222,3620,-4330,297,-141,286,69,84,-23,0,-1,0,1,-23,-0,4605,0,4604,0,283,260305
1962:Q3,6926,4979,5124,2057,1492,431,1343,-200,4418,4563,1790,1028,364,320,9,336,3,0,1,0,-1,3,-0,-760,0,-761,0,156,267230
1962:Q4,5518,3210,4143,2001,1438,450,452,-199,4538,5471,2244,842,903,-244,22,162,-278,0,-12,0,-280,14,0,-1680,-7,-1673,0,64,272748
1963:Q1,6268,3129,4462,1917,1487,482,742,-166,-1480,-147,3077,163,-65,88,-44,185,1850,0,0,1842,0,8,-0,-1064,0,-1064,-0,63,279016
1963:Q2,6650,4933,4795,2096,1537,525,877,-241,4459,4321,1510,359,169,-82,98,174,500,0,0,492,0,8,-0,-651,-1,-650,0,207,285666
1963:Q3,7737,5306,5442,2116,1733,538,1297,-242,4147,4282,2152,1103,553,148,178,225,408,0,1,404,-1,3,1,-641,1,-642,-0,278,293403
1963:Q4,2271,7,5518,2150,1912,534,1067,-144,4890,10401,2017,864,383,123,217,142,546,0,-2,568,-21,0,0,-607,8,-614,-0,248,295674
1964:Q1,9530,6968,5630,2188,2008,500,1188,-254,-1103,-2442,2440,570,-196,383,131,253,680,0,0,669,0,12,-0,-1189,-1,-1188,0,122,305204
1964:Q2,11335,5015,5670,2266,2079,492,1140,-308,4422,5076,6057,4869,3961,442,201,266,455,0,0,454,0,0,0,-733,0,-733,-0,263,316539
1964:Q3,9043,5952,6325,2398,2256,505,1483,-317,5627,6000,2729,1506,818,232,122,334,422,0,0,414,0,8,-0,-800,0,-802,0,362,325582
1964:Q4,3799,-1526,6837,2576,2407,529,1365,-41,3927,12291,5152,4654,4112,161,48,332,74,0,0,94,-14,-7,1,-425,-2,-423,0,174,329382
1965:Q1,9729,6263,8482,2870,2922,591,2321,-223,2049,4269,3461,2789,1629,501,64,597,235,0,-1,230,1,5,0,-437,0,-438,-0,6,339111
1965:Q2,8171,6651,8549,3267,2996,638,1762,-113,5961,7859,1478,2719,1897,116,196,511,-342,0,1,-333,-1,-8,-1,900,0,901,0,42,347282
1965:Q3,11795,5781,9263,3325,3383,686,2073,-204,4930,8412,5736,2148,893,806,251,200,975,0,0,956,0,18,0,-2613,-1,-2612,-0,278,359077
1965:Q4,22209,6911,9453,3552,3599,735,1799,-232,13171,15712,14846,7345,7158,-466,187,465,6336,0,221,405,5698,11,0,-1166,-5,-1160,-0,452,381287
1966:Q1,7953,9140,11159,3596,3987,791,3118,-332,2607,4626,-1214,-141,-1453,562,272,478,-530,0,0,-525,0,-4,-0,544,-1,545,0,28,389240
1966:Q2,17267,8615,12045,3556,4253,836,3617,-216,6259,9689,8536,10858,9252,1306,206,95,-803,0,0,-788,0,-15,-0,1519,0,1518,-0,115,406507
1966:Q3,6213,7915,11981,3655,4187,870,3533,-264,5559,9625,-2069,2749,1324,1295,116,15,-1571,0,-1,-1528,1,-44,1,3247,0,3247,0,367,412720
