date,FU885015005.Q,FU885019665.Q,FU885019265.Q,FU885013765.Q,FU885013365.Q,FU885013465.Q,FU835013565.Q,FU105013893.Q,FU365015095.Q,FU885015005.Q,FU155015005.Q,FU105015085.Q,FU115015005.Q,FU315015005.Q,FU215015005.Q,FU795015085.Q,FU715013865.Q,FU705013865.Q,FU765013865.Q,FU755013865.Q,FU745013865.Q,FU475013865.Q,FU515013865.Q,FU545013865.Q,FU575013865.Q,FU225013865.Q,FU405013865.Q,FU675013263.Q,FU615013865.Q,FU665013865.Q,FU735013865.Q,FU155111005.Q
1984:Q2,86985,56827,19199,9185,1812,6117,1255,1697,77,86985,24766,31324,9033,6392,8086,7385,8,2065,1886,114,4,61,501,448,14,3,43,0,1303,1128,1873,20542
1984:Q3,93088,61757,19792,9764,2080,6400,1285,1697,78,93088,24387,33239,9739,5753,12203,7768,9,2243,2059,117,4,63,522,466,14,3,44,0,1342,1179,1946,19321
1984:Q4,93464,59211,22407,10072,2345,6474,1254,1697,77,93464,24417,34201,10497,6892,9363,8093,9,2437,2252,119,4,63,535,477,15,3,45,0,1375,1221,1978,20933
1985:Q1,89711,56595,21346,10395,2118,7245,1031,1350,26,89711,24230,33931,11094,7278,4868,8311,21,2041,1820,141,5,75,734,651,20,3,62,0,1364,1344,2072,22553
1985:Q2,97576,62657,22698,10845,2233,7580,1032,1350,26,97576,24245,33972,11528,8527,10693,8611,21,2336,2116,140,5,75,734,651,19,3,62,0,1376,1353,2057,22266
1985:Q3,100906,66704,21746,11081,2169,7838,1075,1350,26,100906,24760,31591,11358,10149,14471,8578,20,2591,2385,132,5,70,705,626,19,3,59,0,1310,1298,1949,26346
1985:Q4,99371,64264,22406,11325,2245,7884,1196,1350,26,99371,25879,32586,11670,9604,10559,9073,20,3022,2813,133,5,71,714,633,19,3,60,0,1326,1314,1965,22116
1986:Q1,93300,61090,18382,10891,1970,7638,1283,2985,-48,93300,27704,30509,11295,8240,6452,9102,23,2125,1901,142,5,77,773,686,23,4,77,0,1726,1673,1993,22559
1986:Q2,98957,65547,19567,10907,2063,7406,1438,2985,-48,98957,30353,27538,11187,8913,12005,8961,21,2406,2196,133,5,73,714,634,21,4,73,0,1706,1594,1790,24959
1986:Q3,103718,69250,20605,10925,2047,7382,1497,2985,-48,103718,31420,25379,10998,10872,16125,8925,20,2650,2451,126,5,69,683,606,20,4,71,0,1658,1540,1676,32289
1986:Q4,99393,65066,20320,11070,2110,7464,1496,2985,-49,99393,32167,25055,11230,10273,11483,9185,19,2922,2725,125,5,68,683,606,20,4,70,0,1658,1543,1660,28870
1987:Q1,89175,59684,17131,10569,1893,7391,1286,1792,-1,89175,32531,20642,10803,9567,6887,8745,22,2707,2505,124,6,72,679,612,22,5,44,0,1345,1681,1631,22215
1987:Q2,97382,66237,18575,10779,2093,7488,1197,1792,-1,97382,33344,21011,11072,10905,12249,8802,22,2683,2480,125,6,73,688,620,22,5,45,0,1362,1715,1642,25459
1987:Q3,103849,71770,19356,10932,2300,7499,1133,1792,-1,103849,33614,22662,11165,11296,16369,8743,23,2429,2222,127,6,74,715,645,23,5,46,0,1383,1773,1703,28777
1987:Q4,98876,69281,16607,11196,2500,7570,1126,1792,-0,98876,34231,22608,10718,10568,12719,8031,22,1807,1610,121,5,71,717,647,24,5,44,0,1315,1771,1681,24451
1988:Q1,89772,59894,17543,10394,2230,6957,1207,1966,-25,89772,34108,20206,10858,7545,7289,9766,16,3601,3343,159,7,92,707,658,22,6,38,0,1456,1622,1640,27425
1988:Q2,99516,68842,18295,10438,2418,7002,1018,1966,-25,99516,34856,23036,11141,7477,13974,9032,16,2703,2439,162,8,94,727,677,23,6,39,0,1490,1667,1684,26698
1988:Q3,102106,71514,18055,10597,2684,6992,920,1966,-25,102106,34765,23467,10773,6952,17520,8629,16,2360,2101,159,8,92,721,672,23,7,38,0,1478,1669,1647,24107
1988:Q4,100991,68326,19434,11290,2977,7017,1296,1966,-25,100991,35238,24974,10659,7100,13960,9060,16,2710,2449,160,7,93,729,681,23,7,38,0,1504,1703,1651,25824
1989:Q1,95164,62027,19736,10871,2950,6761,1159,2540,-9,95164,34855,25646,10900,6143,8281,9341,20,2311,2041,165,7,98,925,862,24,6,39,0,1946,1524,1685,24684
1989:Q2,100851,66502,20463,11356,3468,6669,1219,2540,-9,100851,33283,25698,10410,6181,14643,10637,20,3505,3235,165,7,99,936,872,24,7,39,0,1984,1565,1685,24513
1989:Q3,108603,71474,22592,12006,4026,6665,1316,2540,-9,108603,33058,28721,10336,6690,18946,10852,21,3392,3112,171,7,102,982,913,25,7,41,0,2049,1651,1771,25973
1989:Q4,99565,66460,17940,12635,4427,6831,1377,2540,-9,99565,31514,28859,8829,5335,15576,9452,20,2267,2007,159,6,95,964,899,25,7,38,0,1929,1611,1692,21173
1990:Q1,97269,63639,19991,11921,3725,6921,1275,1724,-6,97269,32185,31265,7667,6221,10403,9529,21,3158,2997,99,4,58,1073,1014,21,9,30,0,1738,1037,1429,26213
1990:Q2,97652,67206,16456,12271,3773,7185,1313,1724,-7,97652,30020,30054,5827,6775,16573,8404,19,2393,2248,90,4,52,1045,990,21,9,28,90,1503,969,1338,20213
1990:Q3,98433,67344,17451,11919,3345,7181,1392,1724,-5,98433,27561,31170,4498,6206,20784,8213,19,2294,2149,89,4,52,1036,982,20,9,28,88,1504,930,1305,17826
1990:Q4,87387,58099,15567,12002,3689,6884,1430,1724,-6,87387,24751,29099,2934,5510,17763,7331,18,1698,1565,82,3,48,996,948,19,8,25,94,1439,893,1193,13697
1991:Q1,71756,47142,11417,10741,3022,6519,1200,2466,-9,71756,22438,27038,1473,4266,10306,6233,24,1792,1694,60,3,34,894,914,15,8,18,107,791,737,934,10259
1991:Q2,78723,54643,10192,11431,3047,7139,1246,2466,-9,78723,24141,25423,1167,5504,16826,5661,23,1477,1390,54,3,31,862,892,14,8,16,352,480,691,847,9677
1991:Q3,81056,57607,9825,11167,2935,6894,1338,2466,-9,81056,26079,23209,455,3923,21795,5596,22,1684,1605,49,2,28,818,854,13,7,15,188,622,645,729,11009
1991:Q4,74905,53380,7202,11866,3099,7365,1402,2466,-8,74905,27077,22887,-278,3010,17527,4684,21,915,844,44,2,25,797,840,13,7,14,-150,933,625,670,8419
1992:Q1,70570,50182,6474,10548,2923,6275,1351,3369,-3,70570,29855,22352,-837,3109,11746,4346,28,1942,1780,103,4,56,966,994,12,10,3,-162,286,-577,845,12691
1992:Q2,83706,58626,11022,10692,3021,6229,1442,3369,-2,83706,32281,26104,-765,3550,17384,5152,30,2445,2262,115,5,63,1013,1038,12,10,5,145,84,-554,925,13029
1992:Q3,89038,62348,12736,10589,3229,5897,1464,3369,-4,89038,32224,27858,-510,3289,21192,4986,31,2135,1943,121,5,66,1044,1064,12,10,6,-274,539,-550,969,14541
1992:Q4,89238,60513,14400,10959,3559,5846,1555,3369,-3,89238,34193,30261,497,3177,15309,5801,33,2687,2482,129,6,71,1096,1112,13,11,7,169,161,-534,1048,16144
1993:Q1,80740,52701,16619,9807,2998,5218,1592,1671,-59,80740,33732,30266,1607,1615,7990,5529,105,116,158,-26,-2,-14,642,690,13,14,56,-87,2568,918,497,14585
1993:Q2,91300,60860,19031,9797,3087,5071,1639,1671,-58,91300,34390,30442,2632,1278,15726,6831,108,1202,1237,-22,-1,-12,661,707,13,14,59,-35,2643,950,511,18543
1993:Q3,98762,69959,17788,9403,3187,4542,1673,1671,-58,98762,36860,30634,3214,397,21834,5824,109,182,220,-24,-2,-13,666,708,13,14,59,-270,2888,951,506,19071
1993:Q4,103594,69996,22829,9156,3128,4305,1724,1671,-58,103594,40120,34980,4127,362,17392,6613,116,467,490,-14,-1,-8,717,754,14,15,64,405,2430,1035,598,21567
1994:Q1,95457,61547,23304,8515,2785,3985,1746,2113,-22,95457,41795,35484,3651,-1815,9021,7322,121,1016,1060,-28,-2,-15,1011,997,12,9,58,-268,3615,378,373,21448
1994:Q2,107101,72975,23445,8591,2755,4019,1817,2113,-23,107101,44289,36670,4180,-1524,16501,6985,122,565,609,-28,-2,-15,1043,1026,13,9,58,26,3331,387,405,22481
1994:Q3,115446,78606,25692,9058,2789,4363,1906,2113,-22,115446,42914,38379,4414,-215,23123,6832,125,276,320,-28,-2,-15,1056,1042,13,10,60,108,3341,396,405,23209
1994:Q4,113262,72971,29093,9107,2620,4460,2028,2113,-23,113262,41317,43232,5359,-1416,17395,7374,134,304,333,-18,-1,-10,1114,1095,14,10,64,417,3301,449,474,26523
1995:Q1,110812,65990,34665,8917,2287,4492,2138,1261,-21,110812,38997,49049,6827,-818,9981,6775,244,776,834,-36,-2,-20,996,956,15,10,39,-142,2938,381,564,22623
1995:Q2,116394,72597,33055,9501,2415,4764,2322,1261,-20,116394,36082,49359,7120,-1033,18565,6301,245,297,358,-39,-2,-21,1004,966,15,11,38,437,2330,379,580,22038
1995:Q3,123511,81205,30662,10403,2728,5188,2488,1261,-20,123511,38044,48759,7747,-1661,24245,6378,245,383,451,-42,-2,-24,1011,976,16,11,38,148,2591,376,584,24379
1995:Q4,120906,76782,31986,10898,2970,5432,2497,1261,-21,120906,39539,50111,7821,-2308,19063,6679,251,431,495,-40,-2,-22,1050,1013,16,11,40,862,1994,399,611,25496
1996:Q1,120516,71999,36427,11701,2895,6165,2641,393,-4,120516,41972,52183,7686,160,10848,7668,224,1355,1244,68,4,39,306,350,14,10,61,-137,4330,447,710,25940
1996:Q2,135630,85805,36617,12819,3338,6645,2837,393,-4,135630,45798,54027,7966,-527,19702,8664,231,1996,1871,77,5,44,342,385,14,10,63,4242,114,483,785,27963
1996:Q3,146789,92974,39573,13855,3821,7074,2960,393,-5,146789,46631,57765,8174,-1274,25971,9521,243,2287,2140,90,6,52,393,435,15,10,67,-127,4772,538,889,27704
1996:Q4,142974,89691,37994,14902,4653,7474,2775,393,-4,142974,46022,60598,8508,-2226,21109,8963,251,1336,1174,100,6,57,444,483,16,11,70,1304,3451,583,1015,28619
1997:Q1,135995,81202,37272,16016,5520,7794,2703,1574,-70,135995,46692,62160,9100,-3965,12903,9106,243,2905,2628,169,10,98,483,493,16,11,42,-359,3859,650,763,31530
1997:Q2,149216,90925,39955,16831,6220,7862,2749,1574,-69,149216,48023,64148,9672,-2767,21501,8640,251,2142,1855,175,10,102,511,520,16,11,44,832,2832,676,806,27820
1997:Q3,167482,101802,46322,17855,6946,8192,2716,1574,-71,167482,49892,69981,10702,-1637,28664,9879,270,2590,2261,201,12,117,593,595,17,11,48,802,3225,762,968,33134
1997:Q4,159260,96470,42769,18516,7831,7834,2850,1574,-69,159260,51698,66416,10347,-2214,22549,10464,266,3313,2994,195,11,113,590,590,17,12,47,830,3080,751,969,35098
1998:Q1,155641,88165,47281,17976,6626,8317,3033,2235,-15,155641,54512,67944,10462,-3411,13984,12152,229,2154,1724,258,16,156,999,861,20,13,50,-316,5709,1370,1064,34530
1998:Q2,175308,105667,48395,19026,7315,8787,2924,2235,-15,175308,58419,69517,11466,-2111,23647,14370,238,4003,3553,271,16,163,1048,904,22,14,52,357,5141,1432,1161,40472
1998:Q3,188513,117238,48431,20625,8271,9479,2875,2235,-16,188513,61385,70617,11586,-520,31823,13623,238,3287,2844,267,16,161,1057,911,22,14,52,3279,2168,1437,1159,42504
1998:Q4,187755,112420,51105,22011,9288,9783,2940,2235,-15,187755,63824,72083,12698,-1690,24709,16131,244,5377,4920,275,17,166,1105,949,22,14,54,-1513,7184,1487,1208,50104
1999:Q1,182411,104253,54792,20246,7585,9748,2913,3116,5,182411,63789,75085,13750,-2772,16832,15728,353,4427,4020,242,14,151,1114,884,19,14,40,-607,6933,1595,957,48163
1999:Q2,199232,115684,56954,23473,10132,10588,2754,3116,5,199232,65157,78396,14695,-623,26034,15575,358,3928,3517,245,14,153,1172,927,18,14,41,-720,7188,1646,1003,54608
1999:Q3,211006,123460,58726,25699,11505,11363,2832,3116,6,211006,65512,81196,15416,-405,33870,15418,363,3535,3121,246,14,154,1212,957,18,14,42,-778,7347,1685,1026,55988
1999:Q4,203136,119180,54038,26797,11823,12029,2945,3116,5,203136,65808,79272,15777,507,28313,13460,355,2121,1738,228,13,142,1172,924,18,14,41,-813,7038,1643,949,54646
2000:Q1,200874,113135,57599,25327,9518,12599,3210,4905,-91,200874,67289,84699,16929,-2332,20470,13820,121,4019,3725,173,9,112,1039,856,14,16,39,-897,6276,2041,297,68083
2000:Q2,217429,125386,61089,26141,10178,12609,3354,4905,-91,217429,67537,91424,17471,-1103,29076,13024,129,2717,2400,187,10,120,1095,893,15,17,41,-967,6596,2133,357,60505
2000:Q3,224459,133968,58846,26830,9917,13645,3269,4905,-91,224459,66978,93027,17215,-1713,36362,12591,131,2358,2040,188,10,121,1084,892,16,18,41,-704,6260,2145,350,59758
2000:Q4,218724,128556,56857,28497,10910,14402,3185,4905,-90,218724,68209,92923,16412,-584,28960,12805,130,2635,2318,187,10,121,1101,907,16,18,41,-606,6034,2158,372,58339
2001:Q1,198741,115525,51668,25819,9004,13982,2833,5658,71,198741,68804,83806,15298,-2060,20615,12278,9,3298,2930,213,12,144,1216,841,15,14,35,45,4645,2023,137,57544
2001:Q2,203703,133971,40439,23565,7446,13693,2427,5658,71,203703,70300,73938,14393,163,34165,10745,-1,3077,2761,182,10,123,1075,734,15,14,31,1017,2932,1876,-26,53284
2001:Q3,200321,140631,32708,21254,6008,12959,2288,5658,71,200321,71515,68095,14047,-139,37413,9391,-5,2449,2157,169,10,115,995,672,15,14,30,-606,4132,1799,-104,52415
2001:Q4,182735,127829,30252,18925,4245,12377,2303,5658,71,182735,71141,56049,13335,1431,32493,8286,-18,2241,2018,129,7,87,851,558,13,12,25,-194,3483,1621,-305,67433
2002:Q1,133897,90130,19528,17972,3712,11740,2521,6245,23,133897,74888,45687,-17939,753,23134,7375,-91,1042,788,143,8,103,659,219,4,4,42,-343,4499,746,595,61024
2002:Q2,189852,136840,28469,18275,3650,11923,2702,6245,23,189852,78091,38915,27151,3876,33728,8091,-94,2114,1889,127,7,91,625,192,4,4,40,-293,4275,688,538,59280
2002:Q3,196112,148007,23130,18706,4060,11707,2940,6245,24,196112,78108,35004,27796,5315,42014,7876,-98,2233,2036,111,6,80,598,165,2,2,37,-229,4045,634,487,62457
2002:Q4,176277,124898,28142,16969,1917,12033,3019,6245,23,176277,80703,32016,19130,5391,33304,5733,-105,1128,980,83,5,60,440,46,2,2,33,-218,3625,515,265,56116
2003:Q1,130591,89276,17141,17458,2577,11660,3221,6702,14,130591,83898,33554,-18601,4189,22914,4636,-67,1603,1378,124,7,95,1202,57,3,3,22,441,1323,297,-247,52782
2003:Q2,199837,144508,30196,18418,2695,12110,3613,6702,13,199837,85506,39772,29788,6018,34041,4712,-66,1317,1070,135,7,104,1244,76,3,4,24,-224,2220,331,-216,59044
2003:Q3,221171,170446,24040,19971,4226,12158,3587,6702,12,221171,93232,41790,29673,6403,43674,6399,-64,2474,2202,149,8,115,1369,139,3,4,26,-214,2386,388,-110,64836
2003:Q4,206486,145298,34390,20082,4560,12082,3441,6702,13,206486,98871,43032,17468,6304,33546,7266,-65,3185,2903,155,9,119,1401,149,3,4,27,-207,2460,403,-94,63505
2004:Q1,157460,105151,26286,20244,5175,11781,3288,5841,-60,157460,101984,37732,-17662,5131,22950,7325,-15,3344,3002,182,10,151,561,188,29,32,44,-199,3538,621,-818,64539
2004:Q2,234513,171108,38009,19618,4777,11703,3137,5841,-62,234513,108683,41726,32521,6758,35541,9285,-13,4776,4402,198,11,165,589,205,29,33,47,-190,3948,667,-805,61700
2004:Q3,254589,193149,34551,21110,6093,11852,3166,5841,-61,254589,111259,47037,35005,8383,42620,10284,-9,5129,4710,223,12,184,702,278,31,34,52,-183,4212,753,-714,63055
2004:Q4,234989,161446,46748,21016,5910,11736,3370,5841,-61,234989,114228,51364,18995,7661,32442,10300,-8,4771,4326,236,13,196,733,297,32,36,54,-174,4470,794,-704,66292
2005:Q1,186207,118942,37206,24382,6125,14228,4030,5707,-30,186207,118412,56253,-25356,6598,21422,8878,-70,4751,4529,115,7,101,29,-27,21,29,55,-168,4972,447,-1161,63607
2005:Q2,273833,191045,52010,25102,6978,14010,4113,5707,-31,273833,122658,59358,39572,8036,35430,8778,-69,4210,3964,127,7,112,90,15,22,30,58,-162,5200,497,-1113,67029
2005:Q3,293201,215586,47124,24816,6787,13949,4080,5707,-31,293201,127225,63457,41262,8927,43669,8660,-69,3581,3304,143,8,126,136,49,22,31,62,-155,5527,549,-1073,66864
2005:Q4,266201,182029,56123,22374,5851,12525,3999,5707,-32,266201,128192,63575,25865,7917,32864,7788,-69,2759,2466,151,9,133,121,30,24,33,64,-150,5527,554,-1104,55955
2006:Q1,219140,136327,53162,23939,5918,13945,4076,5759,-47,219140,128797,71939,-20964,8260,22845,8263,-5,3956,3478,232,15,232,-52,-98,9,19,55,-143,4835,1032,-1347,63608
2006:Q2,294881,200763,64016,24388,6007,14556,3826,5759,-47,294881,119982,75158,43753,9414,39023,7551,-3,3123,2610,249,16,248,-26,-79,9,22,59,-137,4844,1076,-1338,59463
2006:Q3,291318,204710,54196,26701,6451,16708,3542,5759,-48,291318,109277,78122,40342,8124,47195,8257,-1,3688,3149,262,17,261,1,-55,10,23,62,-134,4876,1120,-1331,59392
2006:Q4,253355,158466,60320,28858,7050,18383,3425,5759,-47,253355,100986,78053,20790,8558,35150,9817,0,5139,4582,271,17,270,32,-30,10,23,64,-133,4870,1158,-1317,58732
2007:Q1,190915,109941,46597,28418,8016,17014,3389,6181,-224,190915,92409,79848,-24564,7529,23909,11786,27,4243,3942,155,4,143,283,54,16,46,89,-129,5065,2213,-121,60079
2007:Q2,271276,175005,61816,28498,7715,17680,3103,6181,-223,271276,84718,84490,39256,10254,40619,11941,31,4187,3852,173,4,159,298,65,17,50,96,-124,5153,2275,-105,58997
2007:Q3,273892,185221,54666,28047,7992,17289,2766,6181,-224,273892,74460,85879,40304,10027,50819,12404,35,4619,4254,188,4,173,327,82,18,54,102,-119,5026,2330,-68,57767
2007:Q4,242252,141935,64400,29957,8802,18729,2427,6181,-222,242252,62593,87160,31551,9423,39137,12389,38,4565,4180,198,5,183,366,110,19,57,106,-115,4878,2386,-21,56488
2008:Q1,167593,88967,44658,29361,9087,17977,2298,4621,-14,167593,51743,87486,-15253,8539,24938,10140,-40,7130,6777,146,9,198,348,2,27,50,-6,-111,421,1313,1006,47404
2008:Q2,225580,139657,51205,30113,9459,18848,1806,4621,-14,225580,46515,86259,31371,11838,41635,7963,-41,5333,4982,145,10,196,334,-11,27,52,-8,-107,89,1302,993,41026
2008:Q3,220278,149094,39104,27475,9405,16772,1298,4621,-15,220278,40874,78172,30206,12456,52682,5889,-44,3888,3557,137,9,186,287,-50,28,52,-15,-104,-327,1247,927,29628
2008:Q4,164036,107548,26992,24889,7739,16143,1007,4621,-15,164036,29903,61936,21210,12998,37491,499,-51,588,336,104,7,142,91,-192,26,50,-36,-99,-1512,1010,624,7223
2009:Q1,53410,46549,-16029,16355,4807,10936,612,6539,-4,53410,20140,33378,-29789,9905,23248,-3472,-19,1185,1039,61,4,81,89,-148,21,31,-368,-96,-6776,2221,388,6795
2009:Q2,96002,78600,-9334,20202,6162,13378,662,6539,-4,96002,14423,20370,10253,12779,41073,-2895,-23,2249,2167,35,2,45,45,-178,19,26,-378,-93,-6920,2041,316,4832
2009:Q3,111950,90184,-7047,22277,7207,14249,821,6539,-3,111950,18045,16647,14705,13503,51727,-2677,-23,2239,2174,28,2,37,76,-156,19,24,-378,-89,-6779,2019,371,14204
2009:Q4,90706,54280,3317,26573,9088,16481,1004,6539,-3,90706,17452,16449,10151,12795,35113,-1253,-21,3116,3048,29,2,38,169,-89,19,22,-377,-87,-6619,2088,527,9763
2010:Q1,25111,5366,-2560,20379,6969,12118,1293,1938,-12,25111,14813,17310,-35476,11490,18133,-1159,-57,1569,1742,-74,-4,-96,-506,-510,27,28,-117,-83,-1481,507,-536,9107
2010:Q2,107722,61742,24525,19529,5569,11910,2050,1938,-11,107722,19087,28715,11119,14219,35607,-1025,-55,924,1062,-59,-3,-76,-479,-489,28,30,-90,-80,-924,595,-485,14455
2010:Q3,119216,67114,28697,21479,6328,12748,2403,1938,-12,119216,12119,37847,7754,14350,47616,-470,-50,501,604,-44,-2,-57,-391,-425,29,31,-63,-77,-415,729,-338,16984
2010:Q4,113620,44831,43114,23749,7003,14292,2454,1938,-12,113620,13948,43685,10369,13450,32486,-318,-48,179,262,-36,-2,-46,-333,-379,30,32,-48,0,-331,815,-233,23139
2011:Q1,46671,-1081,23430,22790,7280,13482,2028,1558,-26,46671,13470,40386,-33740,10192,15818,546,-77,266,499,-113,-4,-117,-301,-304,30,23,39,0,725,123,21,23961
2011:Q2,116317,51434,39106,24246,8846,13790,1610,1558,-28,116317,15286,47650,10393,10734,31536,719,-75,-72,134,-100,-4,-103,-222,-250,32,26,58,0,816,222,184,20961
2011:Q3,143741,72119,44016,26074,10759,13884,1432,1558,-27,143741,17525,60822,9595,10828,42461,2511,-71,393,544,-74,-2,-76,-82,-154,35,30,93,0,1402,404,462,20567
2011:Q4,141827,54226,58125,27944,12315,14190,1439,1558,-26,141827,19637,68664,12289,8974,28921,3343,-69,555,678,-60,-2,-61,7,-94,37,32,112,0,1611,512,639,24353
2012:Q1,95008,23694,40627,25364,10861,12636,1867,5356,-33,95008,25426,74934,-29031,6409,12409,4861,-31,686,793,-52,-2,-52,277,112,71,65,176,0,3192,-335,648,32491
2012:Q2,166112,75927,59014,25848,11963,12145,1741,5356,-33,166112,26525,80983,17401,7162,28395,5646,-28,747,823,-38,-1,-38,362,169,73,69,194,0,3513,-263,812,29380
2012:Q3,168648,90162,48224,24940,11323,11991,1625,5356,-33,168648,27957,76883,12446,7392,37767,6204,-31,1726,1824,-49,-2,-49,304,129,72,67,185,0,3370,-321,704,30445
2012:Q4,166250,67321,67071,26535,12787,12240,1508,5356,-33,166250,32849,75454,21426,4688,23191,8643,-30,3757,3848,-45,-2,-45,350,160,74,69,191,0,3594,-294,774,34675
2013:Q1,102957,23194,46929,28343,12449,14176,1719,4510,-19,102957,41101,72925,-24901,1364,8323,4146,-65,-1471,-1311,-67,-3,-90,551,470,-23,-45,259,0,4732,149,-412,37474
2013:Q2,176210,85689,60808,25222,9487,14141,1594,4510,-19,176210,43340,72714,30060,1160,25062,3875,-68,-953,-765,-79,-4,-105,412,374,-25,-47,244,0,4531,38,-633,35264
2013:Q3,190910,110253,49546,26619,10391,14839,1390,4510,-18,190910,44890,78236,24741,2027,36365,4650,-68,-301,-124,-75,-4,-100,465,417,-25,-47,255,0,4436,79,-562,35638
2013:Q4,183000,81467,70844,26197,10515,14612,1070,4510,-19,183000,43048,84201,27980,324,22195,5251,-67,-513,-358,-65,-3,-87,537,472,-25,-47,273,0,4936,146,-463,36095
2014:Q1,112133,38103,43179,25193,10118,13442,1633,5672,-15,112133,41538,92969,-31026,-2783,6588,4846,-38,-502,-297,-88,-3,-114,294,286,-14,-35,227,0,5454,254,-1081,36329
2014:Q2,208988,106775,69314,27241,10909,14552,1780,5672,-14,208988,45416,103840,29247,-744,25219,6012,-36,-70,108,-76,-3,-99,374,350,-14,-34,245,0,5844,333,-980,44242
2014:Q3,228252,128316,65338,28941,11782,15324,1835,5672,-15,228252,47909,109182,28196,-326,37060,6231,-34,-564,-405,-69,-3,-88,445,406,-13,-35,258,0,6265,400,-897,46769
2014:Q4,226462,108328,81042,31434,11307,18257,1870,5672,-14,226462,52212,108905,36057,-640,23622,6306,-35,-133,36,-72,-3,-94,418,395,-14,-35,258,0,6029,377,-953,47905
2015:Q1,144100,60010,45895,28060,9737,16289,2034,10154,-20,144100,54868,102611,-27280,-2234,8512,7621,-32,69,-292,133,6,222,1069,838,7,-16,154,0,5899,781,-1147,47988
2015:Q2,236312,131573,66254,28352,9443,16782,2127,10154,-21,236312,59276,99078,39773,-450,29707,8928,-34,1606,1254,130,6,216,1046,821,7,-17,152,0,5788,759,-1200,52671
2015:Q3,248781,149373,59476,29798,9724,17910,2164,10154,-20,248781,63411,97776,34473,709,42487,9924,-35,2695,2353,126,6,210,1020,805,7,-17,150,0,5824,735,-1258,51221
2015:Q4,225660,110102,72579,32844,11487,19063,2295,10154,-19,225660,65203,94126,30954,570,25056,9751,-37,3086,2769,117,6,195,999,791,7,-17,145,0,5373,711,-1308,49500
2016:Q1,151983,66960,37920,34456,11924,20137,2396,12636,10,151983,70358,92459,-34491,-188,13338,10507,-18,2840,2371,156,8,306,952,859,23,7,77,0,4837,1359,-427,54896
2016:Q2,241191,137327,53131,38087,13033,22547,2508,12636,11,241191,70898,95506,32789,471,31519,10009,-18,2796,2334,153,8,301,956,875,24,7,76,0,4359,1381,-445,53840
2016:Q3,250978,156202,41791,40338,14633,23029,2676,12636,11,250978,70958,99154,27014,726,42658,10469,-18,3350,2878,157,8,308,996,905,25,8,78,0,4099,1435,-410,55426
2016:Q4,236633,127668,54209,42112,16153,23256,2703,12636,10,236633,73750,98656,25743,334,28271,9880,-18,2793,2315,159,8,311,1033,931,26,9,79,0,3941,1478,-392,56062
2017:Q1,163300,80244,30476,40091,15315,21930,2846,12476,13,163300,77643,97235,-34019,-229,14023,8647,-1,4265,3570,298,10,388,849,811,23,20,17,0,1156,1738,-230,52197
2017:Q2,263381,154833,55626,40433,16781,20870,2783,12476,13,263381,75355,101808,42981,1687,33818,7731,-1,3084,2366,307,10,401,901,840,24,21,18,0,1229,1803,-187,51386
2017:Q3,271090,167598,48148,42855,17800,22295,2760,12476,14,271090,75293,101555,38627,2116,45455,8043,1,3114,2383,313,10,408,946,882,24,21,19,0,1332,1859,-155,55185
2017:Q4,269694,140725,70789,45691,19152,23756,2783,12476,14,269694,79871,109792,36710,3804,30863,8654,3,3054,2277,333,11,434,1031,950,26,23,22,0,1647,1964,-66,65277
2018:Q1,196397,96959,40827,45722,19187,23478,3058,12885,4,196397,80647,123289,-35468,3466,15583,8880,-29,2684,1710,391,14,570,1002,930,-59,-70,28,0,2741,1901,-248,65466
2018:Q2,300569,174536,62764,50380,21303,25978,3100,12885,4,300569,83452,125838,38759,4331,38733,9457,-29,3317,2332,395,14,577,1043,975,-60,-71,28,0,2521,1965,-233,63029
2018:Q3,306549,186706,55322,51634,22621,25977,3036,12885,3,306549,81270,126192,32748,5656,50721,9964,-30,4038,3056,394,14,575,1047,977,-61,-72,28,0,2320,1978,-262,60760
2018:Q4,282892,139206,75913,54885,23265,28715,2906,12885,4,282892,77945,122732,33081,8274,28582,12279,-31,6433,5460,391,13,570,1044,990,-62,-73,27,0,2281,1972,-303,58606
2019:Q1,198745,90165,43711,50183,17661,29719,2803,14715,-30,198745,78306,113640,-30546,7330,16440,13575,-22,6525,4624,897,27,977,1130,1160,-30,-51,21,0,2490,2425,-73,54373
2019:Q2,307108,175539,63416,53467,18409,32377,2682,14715,-30,307108,80110,117002,47407,5624,41824,15140,-23,8118,6175,916,28,998,1141,1183,-31,-52,21,0,2373,2492,-82,57911
2019:Q3,320348,201133,48099,56430,19623,34066,2741,14715,-28,320348,81311,118283,43256,8953,53425,15120,-23,8674,6725,920,28,1001,1127,1178,-31,-52,20,0,1811,2537,-120,61136
2019:Q4,289163,160140,53678,60659,21686,36016,2957,14715,-29,289163,81122,111241,38872,11371,31958,14599,-24,8878,6964,903,28,984,1120,1177,-32,-53,18,0,1148,2535,-168,61459
2020:Q1,198067,117936,8196,56984,20689,33337,2958,14969,-18,198067,87770,97927,-27494,9613,19396,10855,20,6305,5193,534,14,565,2285,2120,-17,-31,-21,0,-2840,3476,-443,42399
2020:Q2,211978,151202,-5789,51614,18969,30831,1814,14969,-18,211978,67595,60633,28432,14587,40258,473,5,-233,-992,364,10,385,1782,1728,-19,-35,-30,0,-4614,2874,-987,37464
