date,FL763194705.Q,FL513194703.Q,FL543194703.Q,FL613194733.Q,FL663194705.Q,FL263194735.Q,FL733094735.Q,FL733194735.Q,FL763094703.Q,FL513094703.Q,FL543094703.Q,FL663094705.Q,FL263094733.Q,FL103094705.Q,FL103094705.Q,FL663170605.Q,FL663070675.Q,FL663070605.Q,FL313172003.Q,FL163072003.Q,FL103072005.Q,FL113072003.Q,FL613072003.Q
2001:Q4,55363,0,0,144901,-19225,0,181039,137248,8025,0,0,77783,51440,11614,11614,595091,547800,1142891,0,0,0,0,0
2002:Q1,55347,0,0,127825,-113,0,183059,153039,5112,0,0,83731,64196,14693,14693,639162,560339,1199501,0,0,0,0,0
2002:Q2,54005,0,0,135426,-15098,0,174333,149169,5380,0,0,84430,59359,15568,15568,539264,575293,1114557,0,0,0,0,0
2002:Q3,57560,0,0,145565,-26327,0,176798,150922,2094,0,0,89034,59794,16733,16733,504622,575534,1080156,0,0,0,0,0
2002:Q4,57045,0,0,161055,-37510,0,180590,147630,2436,0,0,91783,53411,18514,18514,511842,557354,1069196,0,0,0,0,0
2003:Q1,59675,0,0,160390,-39834,9444,189675,107021,1871,0,0,92436,12714,18517,18517,680219,553187,1233406,0,0,0,0,0
2003:Q2,60954,0,0,179879,-46137,8815,203511,110108,2389,0,0,94510,13209,20767,20767,842830,614526,1457356,0,0,0,0,0
2003:Q3,62713,0,0,177885,-42563,9516,207551,106313,2459,0,0,91587,12267,20537,20537,814957,648714,1463671,0,0,0,0,0
2003:Q4,64760,0,0,181837,-41106,9070,214561,111350,2502,0,0,95639,13209,20993,20993,826043,655054,1481097,0,0,0,0,0
2004:Q1,65110,0,0,192410,-43487,6043,220076,115649,2466,0,0,99341,13842,19379,19379,909794,715990,1625784,0,0,0,0,0
2004:Q2,66342,0,0,213171,-68758,6723,217478,129051,1966,0,0,101055,26030,21470,21470,982405,716020,1698425,0,0,0,0,0
2004:Q3,67764,0,0,221738,-72255,3958,221205,133071,2136,0,0,104525,26410,22332,22332,1018022,727854,1745876,0,0,0,0,0
2004:Q4,73149,0,0,234115,-84629,3598,226233,143732,3011,0,0,107734,32987,23579,23579,1129813,752166,1881979,0,0,0,0,0
2005:Q1,55811,0,0,159049,-14334,12547,213073,153398,2653,0,0,112661,38084,99348,99348,1202376,751545,1953921,0,0,0,0,0
2005:Q2,58294,0,900,162547,-9158,12937,225520,164261,2645,0,0,122512,39104,97446,97446,1153114,862309,2015423,0,0,0,0,0
2005:Q3,54651,0,917,169433,5064,13240,243305,163034,2270,0,0,121432,39332,105574,105574,1151268,944687,2095955,0,0,0,0,0
2005:Q4,56314,0,1716,195213,-14135,14680,253788,169578,2138,0,0,125214,42226,117028,117028,1135904,897643,2033547,0,0,0,0,0
2006:Q1,64489,0,1760,187002,-12837,16895,257309,172073,2364,0,0,127377,42332,132005,132005,1367079,958468,2325547,0,0,0,0,0
2006:Q2,67680,0,1697,191948,-6927,16756,271154,167313,3359,0,0,135038,28916,135497,135497,1278760,1071811,2350571,0,0,0,0,0
2006:Q3,70513,0,1712,197369,-11372,20810,279032,174756,7254,0,0,141714,25788,139323,139323,1329521,1177217,2506738,0,0,0,0,0
2006:Q4,78541,0,1700,198450,3886,21362,303939,187297,10545,0,0,157096,19656,140086,140086,1376819,1234902,2611721,0,0,0,0,0
2007:Q1,80127,0,1742,244088,-57780,27636,295813,180403,11635,0,0,146528,22240,82932,82932,1619813,1369260,2989073,0,0,0,0,0
2007:Q2,89004,0,1722,257099,-59678,36052,324199,187612,10587,0,0,151916,25109,87353,87353,1747556,1417062,3164618,0,0,0,0,0
2007:Q3,81448,0,1723,244675,-32186,45148,340808,206015,12268,0,0,161346,32401,83132,83132,1605851,1397808,3003659,0,0,0,0,0
2007:Q4,81348,0,1620,239918,-21559,54857,356184,240933,8961,0,0,180415,51557,81515,81515,1483490,1224322,2707812,0,0,0,0,0
2008:Q1,103300,0,1616,244195,-14682,50062,384491,249991,11942,0,0,182867,55182,84467,84467,1376885,1323043,2699928,0,0,0,0,0
2008:Q2,104594,0,1185,237696,48173,45716,437364,310185,10550,0,0,200630,99005,82218,82218,1145518,1304746,2450264,0,0,0,0,0
2008:Q3,95446,0,1214,241345,55727,39478,433210,306406,10489,0,0,212069,83848,83481,83481,1118564,1098447,2217011,0,0,0,0,0
2008:Q4,141596,0,1201,232593,88429,72852,536671,408042,36537,0,0,227902,143603,80453,80453,533111,854175,1387286,0,0,0,0,0
2009:Q1,159714,0,1210,226232,455096,60144,902396,424985,11739,0,0,300708,112538,76946,76946,556304,778462,1334766,0,0,0,0,0
2009:Q2,111361,0,1200,212692,475795,66477,867525,426255,10427,0,0,305246,110582,72341,72341,568516,823935,1392451,0,0,0,0,0
2009:Q3,105697,0,1203,208387,428086,73964,817337,454549,8654,0,0,317897,127998,70878,70878,597940,859938,1457878,0,0,0,0,0
2009:Q4,112780,0,1586,209273,403605,76279,803523,417402,9317,0,0,280154,127931,71178,71178,598517,825752,1424269,0,0,0,0,0
2010:Q1,85913,0,1613,181463,408654,74182,751825,409593,8557,0,0,281571,119465,95877,95877,646158,831214,1477372,0,0,0,0,0
2010:Q2,84984,0,1675,178964,410303,69388,745314,436009,12114,0,0,285780,138115,94555,94555,615522,742180,1357702,0,0,0,0,0
2010:Q3,93303,0,1686,178300,432398,64140,769827,444163,13533,0,0,308630,122000,94205,94205,632561,751190,1383751,0,0,0,0,0
2010:Q4,85627,0,1361,113354,450644,71938,722924,414422,9975,0,0,284068,120379,62334,62334,629809,715348,1345157,0,0,0,0,0
2011:Q1,81328,0,1423,109856,450948,85594,729149,429049,7404,0,0,281960,139685,62820,62820,735372,692393,1427765,0,0,0,0,0
2011:Q2,101130,0,628,103675,403661,118151,727245,390980,8377,0,0,288791,93812,67292,67292,746583,708775,1455358,0,0,0,0,0
2011:Q3,99864,0,761,98639,389784,124431,713479,382914,12296,0,0,275592,95026,69457,69457,656686,701250,1357936,0,0,0,0,0
2011:Q4,102813,0,178,88753,430371,99788,721903,334185,12533,0,0,241718,79934,74968,74968,610490,628127,1238617,0,0,0,0,0
2012:Q1,97915,1635,12504,86492,473076,93573,765195,301126,9916,361,2599,254486,33764,70595,70595,696100,623251,1319351,0,0,0,0,0
2012:Q2,91387,3601,12506,85896,443110,94721,731221,298555,11969,200,2967,246547,36872,65117,65117,660669,663720,1324389,0,0,0,0,0
2012:Q3,91589,1355,1320,81989,563046,88763,828062,444023,11175,48,34,394344,38422,68450,68450,702450,622130,1324580,0,0,0,0,0
2012:Q4,93620,1347,1322,83934,684301,86112,950636,500838,11557,6,34,447397,41844,78887,78887,671361,544916,1216277,0,0,0,0,0
2013:Q1,94767,622,1107,76385,734957,87441,995279,563670,8194,33,35,513823,41585,84055,84055,760438,598789,1359227,0,0,0,0,0
2013:Q2,83191,549,1429,73368,760002,73458,991997,560072,5637,34,34,518819,35548,89275,89275,652439,653827,1306266,0,0,0,0,0
2013:Q3,79642,537,1472,70879,711597,86760,950887,564348,7679,0,33,523793,32843,92135,92135,635355,644595,1279950,0,0,0,0,0
2013:Q4,74425,442,20,68803,660163,148671,952524,552966,11521,20,0,475148,66277,92973,92973,656136,617845,1273981,0,0,0,0,0
2014:Q1,87907,0,17,66740,652117,141726,948507,555096,11515,414,0,473475,69692,100276,100276,685098,727419,1412517,0,0,0,0,0
2014:Q2,103865,11,12,63769,670888,146804,985349,555264,12374,26,0,473289,69575,101307,101307,727394,684411,1411805,0,0,0,0,0
2014:Q3,118765,0,3,60474,661741,120757,961740,531973,16650,221,0,447162,67940,101960,101960,698820,656347,1355167,0,0,0,0,0
2014:Q4,139647,227,20,53978,638943,115041,947856,523673,17076,14,0,438078,68505,108754,108754,675181,635271,1310452,0,0,0,0,0
2015:Q1,159704,0,16,52875,630421,121860,964876,519667,18388,1235,0,436995,63049,106771,106771,680223,665969,1346192,0,0,0,0,0
2015:Q2,164021,0,97,47113,680662,108808,1000701,498535,11629,587,0,431481,54838,106000,106000,624340,607372,1231712,0,0,0,0,0
2015:Q3,179955,0,115,42557,638081,96769,957477,455162,14972,485,0,403996,35709,109923,109923,578056,647304,1225360,0,0,0,0,0
2015:Q4,177625,0,118,45313,581204,85958,890218,243614,12152,637,0,193108,37717,111317,111317,554378,620528,1174906,0,0,0,0,0
2016:Q1,188337,0,113,44572,601049,75704,909775,249584,16291,1240,0,193519,38534,102872,102872,544392,702535,1246927,0,0,0,0,0
2016:Q2,209857,0,112,43430,570876,71143,895418,237546,18947,802,0,186136,31661,103540,103540,554993,642342,1197335,0,0,0,0,0
2016:Q3,205580,0,124,41634,703771,87215,1038324,346168,19053,1057,0,185409,140649,96409,96409,521634,614597,1136231,0,0,0,0,0
2016:Q4,185255,862,138,34439,701080,109317,1031091,336016,9023,0,0,191578,135415,98171,98171,448129,593961,1042090,0,0,0,0,0
2017:Q1,185633,362,121,32338,601991,119120,939565,353841,9202,0,0,204004,140635,98161,98161,484275,637173,1121448,0,0,0,0,0
2017:Q2,177928,888,129,31592,594184,122115,926836,371089,27578,0,0,203591,139920,102272,102272,501763,649942,1151705,0,0,0,0,0
2017:Q3,188102,998,130,28383,609054,113263,939930,363427,9061,0,0,210957,143409,99874,99874,515970,643971,1159941,0,0,0,0,0
2017:Q4,179989,1425,131,28351,641712,115601,967209,386493,8552,0,0,232007,145934,110692,110692,475763,635601,1111364,0,0,0,0,0
2018:Q1,171795,876,134,20534,628413,134674,956426,389316,8770,0,0,233395,147151,115451,115451,526104,632107,1158211,0,0,0,0,0
2018:Q2,160457,1141,121,20004,601761,141746,925230,366379,8310,0,0,215785,142284,113182,113182,528145,634696,1162841,0,0,0,0,0
2018:Q3,155414,1332,141,14019,619365,134274,924545,382494,10152,0,0,214246,158096,118863,118863,517380,646871,1164251,0,0,0,0,0
2018:Q4,150681,1721,133,15008,584500,153643,905686,350408,7925,0,0,181978,160505,113152,113152,452932,602320,1055252,0,0,0,0,0
2019:Q1,137385,1702,152,12984,624626,177852,954701,375552,6430,0,0,201817,167305,114686,114686,482931,637924,1120855,0,0,0,0,0
2019:Q2,140670,2422,157,12364,629669,188775,974057,394892,4725,0,0,219465,170702,112650,112650,477779,653906,1131685,0,0,0,0,0
2019:Q3,161763,2551,169,11921,613404,180120,969928,395359,5283,0,0,227736,162340,112132,112132,473979,649806,1123785,0,0,0,0,0
2019:Q4,158302,2909,158,10171,613138,149222,933900,397344,6730,0,0,230643,159971,112515,112515,473517,630739,1104256,0,0,0,0,0
2020:Q1,119308,2663,0,9322,661730,165150,958173,427197,11175,0,0,220544,195478,111272,111272,466819,571674,1038493,0,0,0,0,0
2020:Q2,118631,1589,0,9067,628641,164220,922148,429654,9689,0,0,231683,188282,107775,107775,492512,629235,1121747,175838,14825,103420,56852,741
2020:Q3,121317,305,0,9259,632801,148289,911971,435175,11612,0,0,238108,185455,103793,103793,517163,598001,1115164,427179,35525,249724,140135,1795
2020:Q4,118866,425,0,8215,662841,142980,933327,440212,11163,0,0,250967,178082,109483,109483,522686,629391,1152077,432734,35330,249767,145837,1800
2021:Q1,123844,1307,0,7642,649722,148684,931199,442638,12603,0,0,258283,171752,109388,109388,683721,613590,1297311,347452,30122,197479,118582,1269
2021:Q2,131896,833,0,11133,685529,151846,981237,440463,10489,0,0,263569,166405,156279,156279,694665,685862,1380527,284884,23648,148481,112111,644
2021:Q3,141972,546,0,17244,694004,156266,1010032,465780,6692,0,0,287728,171360,145588,145588,739693,728904,1468597,192659,18297,92049,82199,114
2021:Q4,142906,274,0,16714,711947,148935,1020776,473718,6903,409,0,290464,175942,150596,150596,656935,685757,1342692,100097,13244,43334,43519,0
2022:Q1,128010,3,0,15519,756708,170334,1070574,524670,6406,0,0,323816,194448,146984,146984,728767,768276,1497043,47983,9804,16738,21441,0
2022:Q2,134000,0,0,15036,710106,165321,1024463,550036,6364,212,0,353305,190155,156410,156410,660919,762860,1423779,19815,7920,2163,9732,0
2022:Q3,131498,0,0,13555,685551,163940,994544,606471,8967,1272,0,389267,206965,153580,153580,643153,693351,1336504,6785,3074,0,3711,0
2022:Q4,138334,0,0,14456,804401,157674,1114865,587663,8041,1247,0,396803,181572,144400,144400,624178,672367,1296545,2979,1065,0,1914,0
2023:Q1,140214,39,0,13233,819965,158836,1132287,602825,7369,1115,0,397414,196927,163914,163914,670067,699460,1369527,1300,204,0,1096,0
2023:Q2,154249,0,0,12893,815441,175247,1157830,609866,7682,642,0,405663,195879,148467,148467,668026,695871,1363897,492,0,0,492,0
2023:Q3,185318,275,0,11015,834005,153379,1183992,646954,4883,0,0,400732,241339,177600,177600,644662,685438,1330100,0,0,0,0,0
2023:Q4,237020,144,0,11123,830350,158400,1237037,654434,5666,0,0,400426,248342,151489,151489,684259,676252,1360511,0,0,0,0,0
2024:Q1,258474,377,0,11131,840497,154777,1265256,679112,4513,0,0,429062,245537,140730,140730,739912,735835,1475747,0,0,0,0,0
