1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1998:Q4,9143831,30518,330666,319046,194292,4208,141054,39433,61589,10609,28573,850,179877,100528,79349,86871,1303141,1897535,3231,97645,1681574,2874172,27677470,9794039,2309478,192958,147763,1968757,3297514,1130839,729673,1437002,172649,1240448,108119,2665831,17883431,11821994,1691204,4370233
1999:Q1,9469466,36235,320454,334856,207451,4775,140395,40493,60267,11324,27527,784,169301,94031,75270,111859,1476972,1935650,3211,102125,1743019,2883164,28212984,10123657,2395716,223886,149143,2022687,3394823,1147749,764749,1482325,188330,1249882,113269,2781637,18089327,12072707,1687801,4328819
1999:Q2,9850976,32343,339321,363230,206394,3434,141282,47355,57929,11363,23858,777,161738,86872,74866,125774,1696963,1966938,3227,110629,1834198,2865505,29673660,10370311,2466609,232365,150297,2083947,3438155,1159105,755057,1523993,197057,1300987,120531,2846972,19303350,13123457,1764749,4415144
1999:Q3,10106798,33490,347475,380701,215323,6089,151019,47618,58069,12445,32153,734,153471,79606,73865,137487,1698637,2014431,3226,109252,1922816,2933381,29845615,10819895,2542876,239280,151977,2151619,3552776,1189972,756527,1606277,211394,1379767,123848,3009234,19025720,12668927,1775791,4581002
1999:Q4,10914444,31460,365348,416386,237491,5793,145346,47604,56599,12416,27700,1027,148793,72673,76120,142387,2075021,2371426,3223,127331,1930149,2914290,33065561,10979176,2559067,230326,152826,2175915,3650455,1219647,767301,1663507,225439,1453390,124021,2966804,22086386,15354322,2097278,4634786
2000:Q1,11264250,35750,360152,431936,245519,7995,152826,46046,59556,15205,30864,1155,144855,73026,71829,133741,2074707,2411788,3230,132886,2028974,3099891,34249141,11262378,2634270,260797,153262,2220211,3753133,1243775,807056,1702302,231639,1511803,141658,2989875,22986763,16259507,2126418,4600838
2000:Q2,11656926,29742,380650,465842,238722,5943,165084,49284,61899,18089,34634,1178,147422,73129,74293,132903,1973307,2461166,3213,128352,2161146,3363434,34365891,11784740,2703105,296844,153380,2252881,3868589,1288607,830780,1749202,241554,1608045,141956,3221492,22581150,15608459,2204561,4768130
2000:Q3,12056194,13998,404661,497374,247853,5763,169821,58245,62058,18933,29427,1158,147962,72658,75304,139202,1908758,2488038,3231,128479,2259595,3641459,34675531,12209695,2754174,307039,153937,2293198,3902476,1299595,818654,1784227,277936,1706418,140869,3427821,22465836,15276548,2234706,4954582
2000:Q4,12568537,24029,408679,519923,263307,4204,167269,57765,58267,15423,34384,1430,154388,72898,81490,131195,1717546,2250325,3275,118041,2281381,4524976,33156462,12707528,2751414,278402,154187,2318825,4003709,1321025,855979,1826705,281589,1808154,142632,3720030,20448935,13357952,2054434,5036549
2001:Q1,12592158,16928,350404,504572,298816,3349,157249,54671,57437,14284,29352,1505,149684,74255,75429,135394,1457214,2283166,3226,106246,2289139,4836770,32029726,13065180,2811293,235619,154669,2421005,4001394,1319124,858914,1823356,305959,1772548,147623,4026364,18964546,11810852,2074706,5078988
2001:Q2,12745173,17093,360070,502983,313389,3196,157066,56427,58309,14828,26402,1100,148543,75331,73212,132651,1482561,2315551,3754,112361,2294315,4901640,33165667,13181515,2902655,206256,155816,2540583,4047551,1297050,883981,1866520,315411,1744384,142646,4028867,19984152,12676646,2119244,5188262
2001:Q3,12724994,14369,356116,505497,340688,3496,162729,56538,59276,16203,29577,1135,146615,76791,69824,137425,1213521,2344200,3780,99260,2252695,5144603,31502453,13454743,2922508,189571,156406,2576531,4083105,1279637,880742,1922726,324607,1713925,170203,4240395,18047711,10653423,2129953,5264335
2001:Q4,12394098,15517,356335,535838,373045,3980,171202,60169,59681,17539,32836,977,151845,78792,73053,137668,1286722,1904942,3799,108960,2161835,5182410,32478046,13432694,2955471,177726,157687,2620058,4103127,1256827,854782,1991518,333850,1699670,149734,4190843,19045352,12005252,1826080,5214020
2002:Q1,12446157,16672,363017,535141,369203,2673,170726,54667,63495,18325,33306,933,147238,78935,68303,144935,1285382,1938488,3799,109114,2203953,5155817,32734731,13568104,2982797,162983,157500,2662314,4119279,1246329,851587,2021363,339201,1708675,154505,4263648,19166627,12057605,1844409,5264613
2002:Q2,12455305,18500,363386,541509,364346,5667,174229,55218,67972,18964,31255,820,148335,79468,68867,153196,1108373,1963358,3832,99863,2228851,5281861,31437283,13764560,2995238,141454,158317,2695467,4149918,1207856,872112,2069950,318982,1714995,158259,4427169,17672723,10468854,1870933,5332936
2002:Q3,12400286,20000,358607,529475,360186,5282,187023,60256,71186,18126,36626,829,149715,80155,69560,153130,912525,1996396,3866,87756,2190574,5445752,29973496,13938352,2979760,136423,159165,2684172,4195553,1194011,883019,2118523,306426,1722619,170974,4563020,16035144,8704958,1896749,5433437
2002:Q4,11867329,20587,346087,560473,381039,6171,192126,64789,74191,16883,35500,763,155161,80363,74798,158343,984329,1596736,3893,90918,2082360,5289106,29994089,13991671,2974326,119813,160622,2693891,4257300,1177845,894771,2184684,309012,1744785,163114,4543134,16002419,9306500,1403232,5292687
2003:Q1,11889765,21933,358530,584334,373752,5717,193950,61894,77876,17944,35533,703,153120,80677,72443,149567,922711,1627325,3935,89812,2156433,5248646,29924632,14040587,2983466,119825,160774,2702867,4258033,1154227,893482,2210324,298359,1701533,167247,4631949,15884045,9041830,1432215,5410000
2003:Q2,11958556,30297,378411,616808,369952,6221,197232,70005,80441,12192,33894,700,153654,81247,72407,158464,1030006,1660922,3982,100865,2148191,5103550,31230206,13853116,3011544,100995,161893,2748656,4262762,1126160,896391,2240211,294485,1670619,166318,4447388,17377089,10391734,1434327,5551028
2003:Q3,11988653,34513,400342,639727,362392,7241,210346,80487,79735,11785,37470,869,155167,82111,73056,161730,1021911,1694528,4066,105180,2127446,5064065,31727196,13822097,3045379,103978,162518,2778883,4269835,1113532,880789,2275514,279291,1659293,168750,4399550,17905099,10787342,1451043,5666714
2003:Q4,12556910,38145,395035,676620,357177,5986,204632,75679,78585,11230,38093,1045,142246,83181,59065,154364,1106509,2177117,4581,114880,2039489,5140128,33197326,13709659,3032939,82481,163914,2786544,4308179,1108475,897958,2301746,266877,1663873,150872,4286919,19487667,11955105,1783835,5748727
2004:Q1,12829413,41699,423157,696534,359240,5183,209514,78983,81145,11642,36591,1153,143886,87883,56003,159798,1122544,2232998,4666,117914,2149568,5162712,34002556,13936272,3085419,91623,196556,2797240,4388552,1087354,910243,2390955,274186,1707101,162486,4318527,20066284,12343810,1798485,5923989
2004:Q2,13106935,47625,456691,700173,360650,4829,209073,78886,81553,11336,36080,1218,148936,92836,56100,166055,1138964,2290847,4711,118146,2211991,5248244,34885842,14149174,3080640,98673,202672,2779295,4483931,1098977,917718,2467236,265844,1717618,166001,4435140,20736668,12641166,1824768,6270734
2004:Q3,13348598,44697,473619,746906,361980,5719,213837,85624,80750,10627,35684,1152,151938,97834,54104,168939,1114543,2338421,4738,116560,2240773,5365928,35238944,14404882,3087679,105121,204012,2778546,4590079,1117323,918585,2554171,264134,1749616,176321,4537053,20834061,12361191,1846029,6626841
2004:Q4,13965334,53705,453022,751076,372507,6422,228126,95023,84209,11338,36162,1394,162354,103143,59211,162684,1213832,2682900,4696,125553,2194978,5553479,36864311,14597989,3085125,97782,205525,2781818,4736193,1147594,953808,2634791,263413,1784811,166000,4562447,22266322,13534810,1968381,6763131
2005:Q1,14245680,61301,451410,769000,374798,6190,246799,90942,100919,16410,37010,1518,159979,104629,55350,163942,1137185,2736282,4729,124068,2325041,5684957,37388961,14989034,3097305,112001,208480,2776824,4851720,1179947,975174,2696599,264818,1838337,179862,4756992,22399928,13484129,1994837,6920962
2005:Q2,14606998,57496,494500,775568,381123,8459,250461,90215,106113,17643,34511,1979,163185,107169,56016,160764,1101851,2770784,4533,125722,2428706,5883846,38320502,15332006,3095249,110679,222473,2762097,5034845,1227832,1006310,2800703,242480,1902056,180403,4876973,22988496,13759903,2011004,7217589
2005:Q3,14974150,51419,530551,809839,397592,11692,257573,99352,103163,16161,36754,2143,166651,108854,57797,168904,1089399,2750257,4645,131207,2522679,6081742,39453409,15599881,3109291,116493,234107,2758691,5154431,1241868,1017014,2895549,259356,1978484,181445,4916874,23853528,14256787,2034275,7562466
2005:Q4,15535487,63571,560332,854477,428005,14560,275710,110974,108291,17372,36560,2513,170524,110941,59583,158934,1058806,2905296,4654,134404,2539189,6367025,39954732,15910132,3092412,90071,250091,2752250,5362173,1283749,1067249,3011175,276600,2033911,172902,4972135,24044599,14245010,2049188,7750401
2006:Q1,16006062,41996,548349,864520,433004,10103,269941,105397,106223,16670,39256,2395,161407,108287,53120,160028,1043745,3144016,4669,146510,2608809,6568964,41434832,16239997,3118424,96494,257498,2764432,5518243,1321032,1088572,3108639,283552,2050004,187071,5082703,25194835,15248147,2132177,7814511
2006:Q2,16317548,53045,520408,859699,447664,12154,273189,118946,101132,14960,35824,2327,156024,105966,50058,152763,970391,3155716,4699,149921,2686133,6875742,41571412,16668453,3178279,111671,274049,2792559,5695062,1348979,1146149,3199934,298439,2103531,186331,5206811,24902960,14756270,2104494,8042196
2006:Q3,16700414,43697,526238,875675,469982,12668,269820,118689,101085,14931,32748,2367,152022,103698,48324,153617,964281,3314585,4813,159532,2678643,7074842,42548326,16911816,3200375,110579,281839,2807957,5827424,1387523,1140855,3299046,311522,2123177,187903,5261415,25636511,15158540,2220398,8257573
2006:Q4,17258096,49336,521430,921397,500163,15533,275976,122669,101792,15154,33895,2466,149808,101515,48293,147594,964060,3600319,4877,173221,2570136,7364247,43883113,17155911,3246725,112517,304090,2830118,6033629,1417138,1208870,3407621,323573,2161857,181110,5209017,26727202,16004112,2349197,8373893
2007:Q1,17691259,45306,517714,908555,515419,13914,255279,109057,96249,13056,34062,2855,148076,100261,47815,143216,974300,3769925,5196,174805,2664954,7554600,45066791,17567149,3308892,126169,318629,2864094,6200795,1449997,1266736,3484062,321185,2182555,169864,5383858,27499643,16676587,2431255,8391801
2007:Q2,18332669,55824,562095,893357,533803,8695,254160,114501,90953,11040,34974,2692,145837,96753,49084,130747,1039857,4032196,5553,181888,2763861,7724796,46530283,17968052,3415987,154347,346672,2914968,6420436,1490588,1347381,3582467,332686,2222640,160694,5415609,28562231,17410539,2623106,8528586
2007:Q3,18792944,56965,597238,864639,592523,7643,228902,79935,97555,12989,35861,2562,144478,94333,50145,128428,1065175,4193250,5645,183739,2813998,7910322,47274956,18387398,3427761,131416,358892,2937453,6723051,1583384,1441001,3698666,348986,2233713,150407,5503480,28887558,17597115,2716274,8574169
2007:Q4,19093974,50250,597314,850657,639971,8050,217068,69462,97658,12773,34462,2713,142136,92712,49424,151391,1033221,4188219,5718,178028,2787842,8244109,46830039,18872179,3465245,123814,375356,2966075,6973607,1666605,1512842,3794160,384820,2273797,135299,5639410,27957860,16902934,2632037,8422889
2008:Q1,18462328,55037,570225,797439,726715,7100,175058,52866,84695,9080,26000,2417,136882,90779,46103,157766,987843,3827562,6232,161150,2820141,8033178,45251377,19265473,3510852,139956,385407,2985489,7125961,1733021,1539091,3853849,407963,2241214,156149,5823334,25985904,15623377,2432405,7930122
2008:Q2,18201368,36837,549287,836644,735610,8056,180339,58271,84369,9599,25561,2539,135736,89039,46697,167109,1011226,3734602,6318,155506,2837326,7806772,45255157,19565345,3613980,139827,412707,3061446,7241521,1768824,1577133,3895564,441778,2195049,140753,5932264,25689811,15450959,2410138,7828714
2008:Q3,17255276,31580,523432,814306,766094,5300,176736,56981,79194,8502,29081,2978,133212,86876,46336,150371,971814,3067072,6477,135848,2768803,7704230,43481866,19847376,3647049,146538,427156,3073355,7335041,1825366,1603049,3906626,434375,2127679,158551,6144682,23634490,13834196,2243492,7556802
2008:Q4,16251336,24704,428859,779975,874373,7178,183721,57286,82261,10152,31086,2936,131171,84229,46942,141565,791594,2378648,6785,106333,2616633,7779797,40269384,20350808,3660606,131477,440228,3088901,7357887,1851765,1592665,3913457,423403,2049685,145108,6714118,19918577,11036339,1744208,7138030
2009:Q1,15896173,25736,438615,790824,879767,7469,182761,49862,91495,9702,27281,4421,130347,86658,43689,161709,678830,2167294,6232,108583,2617623,7700383,38448062,20270761,3740265,106921,447655,3185689,7197054,1775972,1515615,3905467,405960,1968449,144810,6814223,18177301,9942848,1520777,6713676
2009:Q2,16413860,26241,448151,794934,854713,7904,192678,55949,90865,13963,27028,4873,128189,84784,43405,172496,758642,2630397,6318,129437,2631402,7632357,39292082,20045977,3795197,86180,458473,3250544,7063982,1682538,1489233,3892211,404159,1950311,137671,6694657,19246106,11329521,1743797,6172788
2009:Q3,17032497,26260,529009,866936,814443,8997,185476,49698,88395,13612,29125,4646,126747,83998,42749,179444,845283,3152658,6477,151868,2617665,7521234,40827267,19816472,3813474,72901,466531,3274042,6891818,1581676,1453935,3856207,414640,1943723,143201,6609616,21010795,12954523,2017259,6039013
2009:Q4,17333742,31528,588396,892116,798783,7852,196642,55987,89109,14321,32185,5040,126189,82969,43220,180383,863153,3285535,6785,162039,2560790,7633552,41328699,19731559,3840214,58410,477653,3304151,6667953,1511569,1341383,3815001,406416,1979648,135593,6701735,21597140,13630156,2125559,5841425
2010:Q1,17533349,38111,626618,884597,711588,8996,197921,57137,89000,17459,29229,5096,128244,83401,44843,158135,892125,3398168,6817,168312,2653764,7659954,42121348,19757955,3913001,73617,486787,3352597,6555242,1455536,1308235,3791471,417122,2026649,149174,6696767,22363392,14204582,2228518,5930292
2010:Q2,17172671,38657,631473,899982,661428,9221,205720,63594,92115,18337,26962,4712,128533,84053,44480,145280,774768,2985529,6863,157789,2730595,7796833,40947739,19976530,3957915,81979,497499,3378437,6434577,1417899,1274900,3741778,415546,2077074,143402,6948016,20971210,12749554,1955592,6266064
2010:Q3,17841848,35791,678451,901053,644212,11547,218347,70683,94472,18963,29186,5043,128879,84700,44179,141027,845055,3464889,7242,174166,2745618,7845571,42798396,20030395,4046850,97938,499500,3449412,6391055,1406640,1268790,3715625,418531,2111373,146404,6916182,22768001,14138816,2204616,6424569
2010:Q4,16412981,63991,671396,941487,631964,22034,270565,123511,96086,16008,29562,5398,130326,85934,44392,151286,917209,3703940,7286,185670,2735933,5979894,44453553,19973779,4087293,82928,510900,3493465,6289534,1426418,1152635,3710481,407239,2164680,177559,6847474,24479774,15541361,2428766,6509647
2011:Q1,16777869,74765,631226,926648,612732,23204,266651,129229,89585,13771,28772,5294,127386,84102,43284,150610,973102,3972437,7333,189340,2851683,5970752,45726988,20070368,4149810,110460,513517,3525833,6241034,1433335,1148083,3659616,398630,2207843,201977,6871074,25656619,16533202,2551371,6572046
2011:Q2,16887624,79608,711835,927961,600693,23193,272835,125792,97234,16250,28622,4937,130232,86573,43659,158460,975429,4016156,7393,186158,2927093,5870578,45830443,20169651,4208534,106911,518238,3583385,6253461,1454013,1178051,3621397,400069,2243276,186360,6877951,25660792,16484678,2552133,6623981
2011:Q3,16147869,58199,705474,922751,585560,22223,242834,106651,89552,13619,28449,4563,128195,84145,44050,149680,840928,3318203,7488,161246,2915832,6089256,43570289,20492366,4267548,124685,517022,3625841,6276614,1502201,1182288,3592125,414229,2244302,199486,7090187,23077923,14157872,2202253,6717798
2011:Q4,16356997,52528,749183,947588,593500,22906,262784,123604,91874,14323,28176,4807,127463,82446,45017,159780,940555,3552983,7537,165891,2889028,5885271,45504577,20674044,4302755,116307,519594,3666854,6344234,1553424,1204469,3586341,430267,2243678,191490,7161620,24830533,15541075,2425132,6864326
2012:Q1,16838310,48491,682515,942120,570609,26299,247219,112071,88841,12977,28372,4958,124381,80862,43519,187446,1046924,3904335,7724,179519,2940953,5929775,47339656,20816741,4400327,127583,520704,3752040,6332761,1569025,1191648,3572088,415623,2275304,212425,7180301,26522915,16926227,2726490,6870198
2012:Q2,16878829,43135,746904,941464,555741,26202,245214,109188,89461,12849,28704,5012,123227,79643,43584,193689,1006139,3669157,7557,172791,2954480,6193129,47259230,21120321,4479796,132081,531637,3816078,6371578,1621983,1188144,3561451,421103,2266086,203573,7378185,26138909,16453604,2656094,7029211
2012:Q3,17300973,49706,781500,959402,560883,20661,249727,111150,91357,13146,28995,5079,122763,79138,43625,196143,1057400,3980065,7662,179295,2982212,6153554,49062396,21357996,4593639,136003,530548,3927088,6440168,1643547,1231573,3565048,428779,2324135,204769,7366506,27704400,17621362,2811079,7271959
2012:Q4,17372680,53621,812454,1011397,585596,18273,251246,112132,92359,13146,28998,4611,124021,79795,44226,197789,1040110,4124887,7714,179281,2950918,6015372,49227743,21623367,4712425,130329,533082,4049014,6514918,1703234,1221118,3590566,408220,2323103,200455,7464246,27604376,17412420,2802795,7389161
2013:Q1,17786469,83188,799152,1022444,574708,18561,241986,112897,86120,10880,28490,3599,116556,78648,37908,170774,1146896,4354505,7742,189348,3061058,5999551,52013956,21828245,4771359,140086,536087,4095186,6521188,1679376,1243478,3598334,410685,2336686,214461,7573866,30185710,19601206,3085383,7499121
2013:Q2,17819740,98696,742087,1019760,581147,16334,239656,103353,91371,12443,27151,5338,121027,83170,37857,186667,1176561,4320402,7956,188970,3193519,5926958,53153754,22152754,4847352,147246,540181,4159925,6631151,1709687,1286808,3634656,412966,2371464,192634,7697187,31001000,19956772,3181499,7862729
2013:Q3,18607891,99460,783039,1040617,606149,26188,249680,113827,91976,12459,26203,5215,120565,82771,37794,173327,1234370,4783382,8200,198748,3255947,6028219,55179069,22550004,4987148,171169,536526,4279453,6676685,1728302,1278110,3670273,417242,2445342,190376,7833211,32629065,21040262,3363646,8225157
2013:Q4,19298565,122171,848725,1082076,618199,22643,243704,106504,93981,12941,25528,4750,122871,84756,38115,168794,1359761,5111076,8348,209809,3270009,6110379,57405077,22771963,5021781,144511,535310,4341960,6777848,1778216,1302831,3696801,420036,2457942,193718,7900639,34633114,22576046,3712924,8344144
2014:Q1,19511003,108869,811979,1029413,604593,23186,254395,116600,94577,12970,25613,4635,123368,86156,37212,221842,1386292,5161578,8777,218919,3322536,6235256,58371329,23043055,5129372,180154,534867,4414351,6870924,1808829,1333837,3728258,413479,2502027,210747,7916506,35328275,23367900,3638683,8321692
2014:Q2,20023237,128031,890372,1008753,595297,27703,246118,105470,96842,13555,25558,4693,124331,86725,37606,221702,1460674,5406744,8812,232131,3423498,6249070,60176108,23295809,5225785,185778,534513,4505494,6960589,1866956,1322643,3770990,426884,2551593,198761,7932197,36880299,24454206,3841887,8584206
2014:Q3,20082121,118642,939027,996349,608091,41545,244938,103087,98068,13793,25447,4543,124609,86648,37961,228170,1479025,5178435,8983,234548,3432716,6447044,60722418,23730149,5297141,207060,532518,4557563,7079020,1898947,1364808,3815265,467049,2619815,220524,8046599,36992269,24257649,3882548,8852072
2014:Q4,20291376,112862,1037831,1010201,642987,50432,274840,131589,98876,13893,25252,5230,126616,88931,37685,218088,1553751,5072306,9228,242444,3395515,6544275,62672200,24276657,5372563,182012,535313,4655238,7248875,1970665,1396341,3881869,467348,2615483,212783,8359605,38395543,25239902,4092576,9063065
2015:Q1,20632886,85895,990763,992351,628908,49903,265028,128850,92976,11538,25710,5954,133290,96689,36601,219992,1549779,5226732,9398,250370,3370201,6860276,63596115,24619386,5501386,188286,541287,4771813,7358676,2004275,1414755,3939646,498613,2569810,229139,8461762,38976729,25454072,4277055,9245602
2015:Q2,21129389,97445,981822,1003481,626605,54099,261513,128522,91652,10708,25795,4836,142725,104686,38039,219449,1535465,5270906,9490,252566,3454394,7219429,64190799,25209271,5668109,177555,549777,4940777,7486159,2061440,1411216,4013503,514017,2611922,221428,8707635,38981528,25147992,4298798,9534738
2015:Q3,21041773,93866,1055745,1012256,637613,61040,269591,135588,92197,10501,26184,5121,151132,112870,38262,189632,1418991,4819115,9644,239211,3468165,7615772,62785105,25811079,5787987,201257,551041,5035689,7534725,2075383,1385814,4073528,507582,2644438,215131,9121216,36974026,23244502,4034954,9694570
2015:Q4,21277558,93857,1092314,1032356,664463,64591,282579,139396,99285,12475,26613,4810,156706,119614,37092,211134,1499935,4969661,9823,248200,3425379,7526560,64350555,25998476,5816909,179017,548785,5089107,7660693,2133099,1364200,4163394,509727,2623779,196742,9190626,38352079,24321172,4292971,9737936
2016:Q1,21382098,76374,1023726,1047137,640600,56522,292921,138410,108116,15326,26404,4665,147914,112210,35704,196681,1527627,5009200,10001,247352,3456397,7649646,65040385,26268637,5963956,184673,552678,5226605,7791522,2188434,1385275,4217813,496363,2620312,204201,9192283,38771748,24741637,4356437,9673674
2016:Q2,21822210,89387,1103849,1030475,602592,54066,288881,147987,97806,11797,26494,4797,143503,107131,36372,186884,1573044,4972478,10419,250271,3605436,7910926,66489334,26773561,6059638,185663,564440,5309535,7846026,2214036,1353648,4278342,523801,2711702,189381,9443013,39715773,25234195,4553171,9928407
2016:Q3,22498647,96159,1237350,1060709,573920,100293,307196,161276,101893,13067,25757,5203,137264,100290,36974,179330,1642010,5272732,10648,257706,3643342,7979988,67943801,27159704,6135694,176268,568488,5390938,7957221,2235150,1356509,4365562,460707,2812177,194161,9599744,40784097,25819275,4872386,10092436
2016:Q4,22800184,97587,1274088,1098023,554539,90280,280008,132530,104155,13728,24362,5233,128401,90201,38200,178517,1712941,5268081,10662,256039,3700959,8150060,68613705,27643996,6133105,180783,570300,5382022,8016398,2238043,1342857,4435498,469916,2873773,198660,9952144,40969710,25843184,5028955,10097571
2017:Q1,23368966,87663,1222055,1112508,556679,81450,282107,135989,103165,12894,23995,6064,133430,96688,36742,191491,1786453,5653532,10984,269675,3706413,8274526,70462245,27714466,6273381,195512,570949,5506920,8161116,2249577,1423918,4487621,479131,2821079,223704,9756054,42747779,27247821,5381831,10118127
2017:Q2,23882443,102936,1267735,1126008,565005,54700,297800,145288,108257,14088,23872,6295,135977,99300,36677,168245,1810517,5922158,11117,278805,3787727,8353713,71743510,27911570,6360277,194666,580812,5584799,8318730,2272518,1481469,4564743,475343,2847676,209294,9700251,43831940,27666296,5552706,10612938
2017:Q3,24847845,228192,1286730,1153234,599832,39821,281437,127454,109702,14065,23464,6752,138861,102283,36578,175683,1859513,6320371,13332,290128,3869674,8591037,73291134,28330787,6443013,206063,575388,5661562,8408511,2281526,1502453,4624532,472329,2914424,205590,9886920,44960347,28435282,5816100,10708965
2017:Q4,25309618,216550,1256418,1181435,632328,39551,318404,123727,140314,23765,23281,7317,149470,113227,36243,154811,1949283,6564342,13491,300875,3919330,8613330,75405466,28361651,6501176,206670,588140,5706366,8659499,2318110,1603748,4737641,474305,2962877,423705,9340089,47043815,29974314,6178623,10890878
2018:Q1,25398936,210858,1256411,1192100,602885,30983,317716,127799,136447,22379,23266,7825,146945,111751,35194,198216,1915449,6212949,13417,296662,4021608,8982737,75617494,28815183,6602380,242010,585369,5775001,8732600,2336674,1598911,4797015,465379,2981423,435899,9597502,46802311,29696334,6124491,10981486
2018:Q2,25675419,222249,1307156,1203470,588620,16497,317026,133908,130202,20199,23662,9055,146682,111256,35426,201287,1961404,6102572,13611,297661,4192155,9105029,77473147,29186345,6611625,240837,588843,5781945,9171236,2380182,1904095,4886959,423118,3101360,412782,9466224,48286803,30816380,6290997,11179426
2018:Q3,26068608,132993,1459990,1224227,577217,13118,315578,141763,122425,17510,23788,10092,147764,112109,35655,197960,2091549,6143491,13689,304271,4363739,9083023,80314590,29635558,6659258,223580,583504,5852174,9274494,2390377,1942394,4941723,425199,3253935,426210,9596463,50679032,32584248,6807467,11287317
2018:Q4,25564503,106290,1518127,1235065,585319,14579,339029,162126,124592,18135,24170,10006,147024,110538,36486,196770,1789868,5214635,13734,269891,4365267,9768905,75265628,30294799,6670453,196467,585495,5888491,9478984,2502565,1957375,5019044,415286,3289310,430858,10009908,44970829,27819017,5892833,11258979
2019:Q1,27152804,110718,1426170,1261132,595731,12880,357468,168856,133005,20782,25182,9643,146499,111301,35198,103778,2026146,5776189,13793,297314,4501075,10523912,81393006,31288099,6814895,241104,588598,5985193,9596352,2529676,2008122,5058554,393242,3294895,459120,10729595,50104906,31943823,6677399,11483684
2019:Q2,28081190,128879,1549671,1277621,619883,12132,360952,178111,127507,18793,26130,10411,148938,113723,35215,103163,2105393,5935894,13899,307158,4663904,10853702,83331329,31773758,6901913,236578,592471,6072864,9670242,2546872,2033327,5090043,388736,3361282,419270,11032316,51557571,32735663,6946131,11875777
2019:Q3,28754994,114639,1785508,1266651,661988,11012,391886,207804,127731,18711,27053,10587,151332,116097,35235,58830,2132960,5824222,14013,308822,4746150,11286981,84320401,32400531,6992505,216317,593939,6182249,9761626,2536109,2059215,5166302,391904,3441926,430964,11381606,51919870,32916877,7014679,11988314
2019:Q4,30022286,130983,1672521,1284898,697191,13384,413484,217568,135696,21210,28018,10992,153992,118166,35826,72078,2317738,6214598,14070,326381,4816445,11894523,87815876,32936933,6987189,194530,601495,6191164,9858469,2543687,2094737,5220045,399320,3462440,430124,11799390,54878943,35220455,7605837,12052651
2020:Q1,28772200,109832,1992169,1422806,818767,26913,453201,222463,163858,30501,25743,10636,156320,121599,34721,36791,1832349,4747961,14009,276629,4724274,12160178,80155334,33745527,7232678,243129,604791,6384758,10494507,3003344,2187112,5304051,385834,3329091,456097,11847320,46409807,28120406,6085011,12204390
2020:Q2,30048151,141387,2327161,1531418,874658,31246,466847,209581,183853,37069,24283,12061,159382,124457,34925,57629,2165023,5617274,14102,321158,4515777,11825089,88069036,33786338,7635974,166104,606460,6863410,10751255,3109302,2262214,5379739,370036,3175596,484872,11368606,54282698,34665405,7293045,12324248
2020:Q3,30922838,153262,2293256,1540390,844912,28682,455019,221839,166996,31354,22573,12257,166937,131850,35087,36530,2312758,5928596,14279,342140,4718989,12087088,92660913,33765999,7657854,122229,607973,6927652,10685102,2907261,2326050,5451791,365998,3342797,439226,11275021,58894915,38228809,7916319,12749787
2020:Q4,32220309,135012,2176787,1564319,839542,36991,455021,250853,146123,24300,20852,12893,170987,135161,35826,33623,2543177,6763156,14374,375704,4856018,12255598,99658219,33798819,7682658,132202,607053,6943403,10724451,2793662,2379356,5551433,326787,3437957,445356,11181610,65859400,43920797,8835448,13103155
2021:Q1,33124601,162856,2190516,1575341,875047,22385,425989,236758,131481,20318,23493,13939,174686,139956,34730,40428,2691108,7157241,14540,392883,5026903,12374678,103613950,34238083,7827376,144023,608510,7074843,10865556,2798513,2447054,5619989,329369,3496645,455183,11263953,69375868,46581654,9365493,13428721
2021:Q2,34211700,198049,2231268,1600996,889357,36507,459723,271888,126325,18542,26523,16445,176191,141236,34955,30913,2885874,7664285,15069,420445,5228187,12374836,109117641,34542405,7872828,131976,613503,7127349,11088727,2669725,2699220,5719782,300190,3615746,439372,11225542,74575236,50203931,10192785,14178520
2021:Q3,34808340,165924,2438916,1653987,897987,27355,470479,254007,143492,24545,29089,19346,177928,142833,35095,10344,2867443,7605228,15198,423094,5299498,12754958,110184330,34915913,7941060,122448,616009,7202603,11193689,2563639,2804945,5825105,320451,3726150,446377,11288186,75268417,50053687,10261038,14953692
2021:Q4,35944942,166295,2519361,1665269,942181,26733,485510,256252,150948,26556,31932,19822,200626,164816,35810,-29736,3144897,7979964,15804,444368,5434155,12949515,115992546,35581011,7931210,138243,618630,7174337,11592299,2678597,2920352,5993350,317183,3936073,452116,11352131,80411535,53553495,11402775,15455265
2022:Q1,35918255,187779,2525983,1701352,896362,30326,445511,223769,142152,24892,31378,23320,203293,168567,34726,-63893,2946674,7529696,16207,415127,5584913,13498925,114391591,36766507,8032261,188731,622810,7220720,12014710,2843210,3059667,6111833,325843,4072954,513770,11806969,77625084,50883774,10849508,15891802
