date,FA344090005.Q,FA343020033.Q,FA344022005.Q,FA343061105.Q,FA343061705.Q,FA343062033.Q,FA343063005.Q,FA343069005.Q,FA343064105.Q,FA343073045.Q,FA344090005.Q,FA344090045.Q,FA344090055.Q
1964:Q1,13408,0,0,0,0,0,0,1420,0,11988,13408,13408,0
1964:Q2,13532,0,0,0,0,0,0,1088,0,12444,13532,13532,0
1964:Q3,13892,0,0,0,0,0,0,1440,0,12452,13892,13892,0
1964:Q4,13868,0,0,0,0,0,0,1048,0,12820,13868,13868,0
1965:Q1,14364,0,0,0,0,0,0,1368,0,12996,14364,14364,0
1965:Q2,14652,0,0,0,0,0,0,1560,0,13092,14652,14652,0
1965:Q3,14888,0,0,0,0,0,0,1516,0,13372,14888,14888,0
1965:Q4,14832,0,0,0,0,0,0,816,0,14016,14832,14832,0
1966:Q1,15492,0,0,0,0,0,0,1272,0,14220,15492,15492,0
1966:Q2,15856,0,0,0,0,0,0,1464,0,14392,15856,15856,0
1966:Q3,16156,0,0,0,0,0,0,1264,0,14892,16156,16156,0
1966:Q4,16384,0,0,0,0,0,0,1012,0,15372,16384,16384,0
1967:Q1,16872,0,0,0,0,0,0,1040,0,15832,16872,16872,0
1967:Q2,17272,0,0,0,0,0,0,1436,0,15836,17272,17272,0
1967:Q3,17360,0,0,0,0,0,0,1072,0,16288,17360,17360,0
1967:Q4,17524,0,0,0,0,0,0,1712,0,15812,17524,17524,0
1968:Q1,17868,0,0,0,0,0,0,1456,0,16412,17868,17868,0
1968:Q2,18360,0,0,0,0,0,0,1936,0,16424,18360,18360,0
1968:Q3,18580,0,0,0,0,0,0,992,0,17588,18580,18580,0
1968:Q4,18780,0,0,0,0,0,0,960,0,17820,18780,18780,0
1969:Q1,19824,0,0,0,0,0,0,1816,0,18008,19824,19824,0
1969:Q2,20024,0,0,0,0,0,0,1284,0,18740,20024,20024,0
1969:Q3,21308,0,0,0,0,0,0,2288,0,19020,21308,21308,0
1969:Q4,20692,0,0,0,0,0,0,688,0,20004,20692,20692,0
1970:Q1,23788,0,0,0,0,0,0,2776,0,21012,23788,23788,0
1970:Q2,24708,0,0,0,0,0,0,1396,0,23312,24708,24708,0
1970:Q3,26280,0,0,0,0,0,0,2696,0,23584,26280,26280,0
1970:Q4,27020,0,0,0,0,0,0,2656,0,24364,27020,27020,0
1971:Q1,27492,0,0,0,0,0,0,3696,0,23796,27492,27492,0
1971:Q2,27836,0,0,0,0,0,0,1460,0,26376,27836,27836,0
1971:Q3,28848,0,0,0,0,0,0,3288,0,25560,28848,28848,0
1971:Q4,29712,0,0,0,0,0,0,2928,0,26784,29712,29712,0
1972:Q1,29464,0,0,0,0,0,0,3440,0,26024,29464,29464,0
1972:Q2,29656,0,0,0,0,0,0,-1376,0,31032,29656,29656,0
1972:Q3,30704,0,0,0,0,0,0,5512,0,25192,30704,30704,0
1972:Q4,30552,0,0,0,0,0,0,4396,0,26156,30552,30552,0
1973:Q1,30652,0,0,0,0,0,0,3112,0,27540,30652,30652,0
1973:Q2,30776,0,0,0,0,0,0,-1428,0,32204,30776,30776,0
1973:Q3,31436,0,0,0,0,0,0,3956,0,27480,31436,31436,0
1973:Q4,31580,0,0,0,0,0,0,2900,0,28680,31580,31580,0
1974:Q1,31620,0,0,0,0,0,0,2256,0,29364,31620,31620,0
1974:Q2,31896,0,0,0,0,0,0,2656,0,29240,31896,31896,0
1974:Q3,31856,0,6004,6004,0,0,0,-860,0,26712,31856,31856,0
1974:Q4,31704,0,0,0,0,0,0,900,0,30804,31704,31704,0
1975:Q1,32168,0,-6004,-6004,0,0,0,8160,0,30012,32168,32168,0
1975:Q2,31948,0,0,0,0,0,0,5916,0,26032,31948,31948,0
1975:Q3,31988,0,0,0,0,0,0,8068,0,23920,31988,31988,0
1975:Q4,31684,0,152,152,0,0,0,-1472,0,33004,31684,31684,0
1976:Q1,33436,0,144,144,0,0,0,624,0,32668,33436,33436,0
1976:Q2,33624,0,88,88,0,0,0,10044,0,23492,33624,33624,0
1976:Q3,33156,0,112,112,0,0,0,10232,0,22812,33156,33156,0
1976:Q4,33800,0,72,72,0,0,0,-2936,0,36664,33800,33800,0
1977:Q1,34680,0,40,40,0,0,0,-808,0,35448,34680,34680,0
1977:Q2,35832,0,-584,-584,0,0,0,-7324,0,43740,35832,35832,0
1977:Q3,36684,0,128,128,0,0,0,39716,0,-3160,36684,36684,0
1977:Q4,36408,0,68,68,0,0,0,-4936,0,41276,36408,36408,0
1978:Q1,40128,0,44,44,0,0,0,-136,0,40220,40128,40128,0
1978:Q2,41772,0,72,72,0,0,0,-4596,0,46296,41772,41772,0
1978:Q3,42324,0,132,132,0,0,0,35448,0,6744,42324,42324,0
1978:Q4,44092,0,92,92,0,0,0,-2940,0,46940,44092,44092,0
1979:Q1,42624,0,64,64,0,0,0,180,0,42380,42624,42624,0
1979:Q2,43344,0,120,120,0,0,0,164,0,43060,43344,43344,0
1979:Q3,43900,0,160,160,0,0,0,31864,0,11876,43900,43900,0
1979:Q4,44528,0,-884,-884,0,0,0,332,0,45080,44528,44528,0
1980:Q1,43620,0,88,88,0,0,0,13268,0,30264,43620,43620,0
1980:Q2,43376,0,116,116,0,0,0,9432,0,33828,43376,43376,0
1980:Q3,44228,0,88,88,0,0,0,3356,0,40784,44228,44228,0
1980:Q4,45404,0,104,104,0,0,0,9248,0,36052,45404,45404,0
1981:Q1,44756,0,136,136,0,0,0,11152,0,33468,44756,44756,0
1981:Q2,45436,0,292,292,0,0,0,9248,0,35896,45436,45436,0
1981:Q3,45928,0,-844,-844,0,0,0,10636,0,36136,45928,45928,0
1981:Q4,46260,0,0,0,0,0,0,9364,0,36896,46260,46260,0
1982:Q1,45852,0,0,0,0,0,0,13552,0,32300,45852,45852,0
1982:Q2,48660,0,0,0,0,0,0,12316,0,36344,48660,48660,0
1982:Q3,49548,0,0,0,0,0,0,12328,0,37220,49548,49548,0
1982:Q4,48252,0,0,0,0,0,0,10068,0,38184,48252,48252,0
1983:Q1,47932,0,0,0,0,0,0,15308,0,32624,47932,47932,0
1983:Q2,52332,0,0,0,0,0,0,14728,0,37604,52332,52332,0
1983:Q3,49952,0,0,0,0,0,0,15224,0,34728,49952,49952,0
1983:Q4,54068,0,0,0,0,0,0,12912,0,41156,54068,54068,0
1984:Q1,55784,0,0,0,0,0,0,20012,0,35772,55784,55784,0
1984:Q2,62632,0,0,0,0,0,0,21024,0,41608,62632,62632,0
1984:Q3,58312,0,0,0,0,0,0,17312,0,41000,58312,58312,0
1984:Q4,60216,0,0,0,0,0,0,15552,0,44664,60216,60216,0
1985:Q1,61080,0,0,0,0,0,0,75864,0,-14784,61080,61080,0
1985:Q2,59716,0,0,0,0,0,0,26164,0,33552,59716,59716,0
1985:Q3,60236,0,0,0,0,0,0,31100,0,29136,60236,60236,0
1985:Q4,60752,0,56776,56776,0,0,0,-30436,0,34412,60752,60752,0
1986:Q1,65028,0,-100,-100,0,0,0,34708,0,30420,65028,65028,0
1986:Q2,63344,0,-56676,-56676,0,0,0,86744,0,33276,63344,63344,0
1986:Q3,64392,0,60000,60000,0,0,0,-37224,0,41616,64392,64392,0
1986:Q4,64808,0,0,0,0,0,0,30756,0,34052,64808,64808,0
1987:Q1,62356,0,0,0,0,0,0,35432,0,26924,62356,62356,0
1987:Q2,62732,0,0,0,0,0,0,30208,0,32524,62732,61172,1560
1987:Q3,62168,0,0,0,0,0,0,32736,0,29432,62168,60820,1348
1987:Q4,62560,0,-620,-620,0,0,0,27660,0,35520,62560,61124,1436
1988:Q1,64712,0,4,4,0,0,0,36716,0,27992,64712,63316,1396
1988:Q2,65108,0,624,624,0,0,0,34168,0,30316,65108,63464,1644
1988:Q3,65120,0,8,8,0,0,0,31140,20,33952,65120,63412,1708
1988:Q4,65696,0,-608,-616,0,0,8,35648,8,30648,65696,63832,1864
1989:Q1,66640,0,20,8,0,0,12,41776,44,24800,66640,64632,2008
1989:Q2,68290,0,640,628,0,0,12,38004,36,29610,68290,66102,2188
1989:Q3,67279,0,20,8,0,0,12,32584,48,34628,67279,65159,2120
1989:Q4,69163,0,28,8,0,0,20,33709,52,35374,69163,66747,2416
1990:Q1,68416,0,56,20,0,0,36,42820,136,25404,68416,65952,2464
1990:Q2,68542,0,60,20,0,0,40,33129,136,35217,68542,65690,2852
1990:Q3,68946,0,76,40,0,0,36,36188,156,32525,68946,66166,2780
1990:Q4,70820,0,224,40,0,0,184,31662,724,38210,70820,66964,3856
1991:Q1,70518,0,200,100,0,0,100,44535,264,25520,70518,67822,2696
1991:Q2,71922,0,152,100,0,0,52,40483,100,31187,71922,68838,3084
1991:Q3,72498,0,224,96,80,0,48,38631,660,32984,72498,69434,3064
1991:Q4,74545,0,276,116,100,0,60,39992,1204,33073,74545,70101,4444
1992:Q1,73588,0,388,164,140,0,84,45061,1484,26655,73588,69872,3716
1992:Q2,74967,0,304,128,108,0,68,39339,1140,34184,74967,70539,4428
1992:Q3,74993,0,456,192,164,0,100,44149,1000,29389,74993,70973,4020
1992:Q4,76495,0,388,164,140,0,84,41259,1224,33625,76495,71615,4880
1993:Q1,73235,0,380,160,136,0,84,38884,1596,32375,73235,68935,4300
1993:Q2,72227,0,568,240,204,0,124,35865,1380,34414,72227,67355,4872
1993:Q3,71643,0,712,304,256,0,152,45689,1584,23658,71643,66727,4916
1993:Q4,72382,0,536,232,192,0,112,38502,2116,31229,72382,66970,5412
1994:Q1,72358,0,644,280,232,0,132,39757,2352,29606,72358,67586,4772
1994:Q2,71030,0,176,76,64,0,36,37616,1484,31754,71030,66398,4632
1994:Q3,74443,0,216,96,76,0,44,48530,1588,24109,74443,68275,6168
1994:Q4,74073,0,-28,-12,-12,0,-4,37486,1392,35223,74073,69001,5072
1995:Q1,75968,0,176,76,64,0,36,48157,1504,26131,75968,69084,6884
1995:Q2,75803,0,292,128,104,0,60,38933,2536,34042,75803,69719,6084
1995:Q3,76314,0,360,156,128,0,76,47315,2936,25703,76314,70710,5604
1995:Q4,75759,0,508,220,176,0,112,-38390,3580,110060,75759,69727,6032
1996:Q1,76506,0,580,248,204,0,128,98806,4128,-27008,76506,69874,6632
1996:Q2,77588,0,40,16,16,0,8,52039,4972,20537,77588,69912,7676
1996:Q3,74619,0,320,136,112,0,72,35796,3576,34928,74619,69219,5400
1996:Q4,76763,0,92,40,32,0,20,42784,4156,29732,76763,69423,7340
1997:Q1,75296,0,72,28,28,0,16,43315,3704,28205,75296,70632,4664
1997:Q2,75996,0,100,40,36,0,24,38423,4360,33114,75996,68332,7664
1997:Q3,73846,0,176,72,64,0,40,44437,4840,24393,73846,69154,4692
1997:Q4,76877,0,420,168,156,0,96,41885,4748,29824,76877,68621,8256
1998:Q1,76701,0,436,168,164,0,104,36399,4108,35758,76701,71349,5352
1998:Q2,81823,0,264,100,100,0,64,39216,5744,36599,81823,73839,7984
1998:Q3,74533,0,724,268,276,0,180,47246,1784,24780,74533,71753,2780
1998:Q4,83643,0,800,280,312,0,208,50727,4332,27783,83643,72851,10792
1999:Q1,78649,0,280,96,112,0,72,39104,4256,35009,78649,74321,4328
1999:Q2,80801,0,92,32,36,0,24,37459,5128,38122,80801,71613,9188
1999:Q3,79772,0,-148,-48,-60,0,-40,49761,3716,26443,79772,73988,5784
1999:Q4,83498,0,-412,-124,-180,0,-108,48879,4624,30407,83498,74546,8952
2000:Q1,79544,0,-552,-160,-248,0,-144,37556,8308,34231,79544,72216,7328
2000:Q2,76416,0,-128,-36,-60,0,-32,31842,4992,39710,76416,68928,7488
2000:Q3,80787,0,192,56,88,0,48,52919,5056,22619,80787,72875,7912
2000:Q4,83642,0,932,252,448,0,232,-30858,2572,110995,83642,77146,6496
2001:Q1,85834,0,4252,1096,2052,0,1104,126364,-3280,-41502,85834,78562,7272
2001:Q2,83820,0,1324,328,640,0,356,50494,3180,28823,83820,73948,9872
2001:Q3,78492,0,5612,1352,2728,0,1532,44263,-4560,33178,78492,72096,6396
2001:Q4,90226,0,4132,-344,2840,0,1636,46759,2376,36958,90226,76190,14036
2002:Q1,92261,0,-304,-68,-148,0,-88,49641,5472,37453,92261,80117,12144
2002:Q2,76842,0,1508,332,744,0,432,41041,2092,32201,76842,68446,8396
2002:Q3,85119,0,5096,1120,2528,0,1448,40320,1132,38571,85119,71511,13608
2002:Q4,77366,0,3476,812,2244,0,420,-129,35040,38980,77366,64394,12972
2003:Q1,86604,0,4480,984,2240,0,1256,11303,36816,34005,86604,72620,13984
2003:Q2,89978,4,40,8,20,0,12,55485,10724,23724,89978,76834,13144
2003:Q3,91421,0,22876,3172,-3140,0,22844,26135,-9684,52095,91421,78549,12872
2003:Q4,99513,144,1216,348,-464,0,1332,22989,13204,61960,99513,83105,16408
2004:Q1,90702,140,-1300,-304,-780,0,-216,43886,11904,36072,90702,77422,13280
2004:Q2,92009,144,-172,-168,-796,0,792,59829,2364,29844,92009,80385,11624
2004:Q3,100134,144,664,-2572,4196,0,-960,59701,5232,34393,100134,83782,16352
2004:Q4,101635,272,116,-2276,492,0,1900,26364,13204,61679,101635,83415,18220
2005:Q1,98388,276,220,16,24,0,180,66667,5632,25593,98388,82828,15560
2005:Q2,99867,272,1128,228,488,0,412,73094,2884,22490,99867,84875,14992
2005:Q3,99395,272,856,1464,5380,0,-5988,56054,8496,33717,99395,82671,16724
2005:Q4,96470,112,2080,380,1240,0,460,-4771,7256,91793,96470,82918,13552
2006:Q1,95667,112,1656,168,312,0,1176,62636,6864,24399,95667,79811,15856
2006:Q2,96099,112,-284,-72,-168,0,-44,72853,-3096,26513,96099,80131,15968
2006:Q3,94743,108,280,-424,432,0,272,68959,8428,16968,94743,79435,15308
2006:Q4,97884,-52,6416,564,2768,0,3084,-28068,9880,109708,97884,78524,19360
2007:Q1,96331,-56,1492,276,580,0,636,86839,-192,8248,96331,79943,16388
2007:Q2,95192,-52,2232,192,544,0,1496,2043,8228,82741,95192,80184,15008
2007:Q3,95108,-56,48,4340,-240,0,-4052,78551,-1836,18401,95108,80524,14584
2007:Q4,99356,132,2100,-256,564,0,1792,10319,6116,80689,99356,80460,18896
2008:Q1,93167,132,5396,1184,3100,0,1112,88863,-23808,22584,93167,77911,15256
2008:Q2,96023,132,-924,-160,-492,0,-272,118752,6844,-28781,96023,79459,16564
2008:Q3,96152,128,2380,1864,832,0,-316,99662,-15060,9042,96152,79592,16560
2008:Q4,100038,812,-12232,-2412,-5420,0,-4400,43175,4296,63987,100038,78646,21392
2009:Q1,94685,808,-2436,-500,-720,0,-1216,37927,-2856,61242,94685,79193,15492
2009:Q2,95265,812,-6288,-7264,1016,0,-40,124149,13752,-37159,95265,75365,19900
2009:Q3,88595,808,5944,6444,-124,0,-376,71082,3700,7061,88595,75071,13524
2009:Q4,105223,-796,7256,4876,1576,0,804,49443,12860,36460,105223,77463,27760
2010:Q1,94621,-800,2444,916,788,0,740,26162,8324,58491,94621,78605,16016
2010:Q2,100651,-800,-7564,-7420,464,0,-608,217355,4512,-112851,100651,80903,19748
2010:Q3,98101,-796,5068,1420,1824,0,1824,98856,-2292,-2736,98101,81117,16984
2010:Q4,106003,-68,2848,4936,-2452,0,364,-33289,13828,122684,106003,83019,22984
2011:Q1,101207,-68,-176,16,-248,0,56,57770,-1232,44913,101207,84615,16592
2011:Q2,105525,-68,-4324,-6308,1260,0,724,-149156,2688,256384,105525,86309,19216
2011:Q3,102404,-68,-172,-2148,-192,0,2168,482900,-17864,-362392,102404,85472,16932
2011:Q4,109809,-68,7776,3776,352,0,3648,-9374,-23004,134479,109809,90089,19720
2012:Q1,92078,-68,7288,2700,2312,0,2276,37476,3752,43630,92078,84642,7436
2012:Q2,106716,-64,-764,-3820,2224,0,832,229449,-2576,-119330,106716,84612,22104
2012:Q3,98729,-68,2456,208,884,296,1068,110577,-4156,-10080,98729,84333,14396
2012:Q4,101173,60,4728,440,1504,4,2780,-167370,-7532,271287,101173,84841,16332
2013:Q1,89300,64,-4848,-1688,-2020,8,-1148,156490,14812,-77219,89300,84980,4320
2013:Q2,103196,64,-9964,-7256,-1724,8,-992,-147268,8408,251956,103196,85576,17620
2013:Q3,102642,60,-4608,-1724,-1836,-20,-1028,-32802,-7748,147741,102642,84614,18028
2013:Q4,150770,364,40316,41520,-3844,12,2628,441668,37548,-369126,150770,86426,64344
2014:Q1,100327,364,-9032,-3184,-2848,-8,-2992,84210,6924,17861,100327,85043,15284
2014:Q2,96882,360,-3164,-4668,760,0,744,218424,-976,-117762,96882,86494,10388
2014:Q3,113870,364,-932,304,-912,-44,-280,88828,6500,19110,113870,85294,28576
2014:Q4,104653,-20,4928,1520,876,-4,2536,-36390,-17048,153183,104653,85329,19324
2015:Q1,95896,-24,1184,440,492,0,252,-65635,5296,155075,95896,82100,13796
2015:Q2,93819,-20,-3348,-4616,396,0,872,-43204,-5128,145519,93819,81579,12240
2015:Q3,95988,-20,-1012,-1864,-272,-4,1128,-87237,460,183797,95988,79764,16224
2015:Q4,112169,-100,15760,12540,164,0,3056,555964,-476,-458979,112169,78621,33548
2016:Q1,91251,-100,-40,124,244,-4,-404,95814,-10748,6325,91251,77371,13880
2016:Q2,82498,-96,-5816,-7088,784,-4,492,227336,-8716,-130210,82498,75898,6600
2016:Q3,91665,-100,4956,1336,1876,88,1656,79338,-9168,16639,91665,75533,16132
2016:Q4,87534,236,-12,452,-1500,12,1024,2012,6100,79198,87534,74566,12968
2017:Q1,88041,240,940,316,208,4,412,-14104,3036,97928,88041,73729,14312
2017:Q2,86312,236,-5148,-5840,316,0,376,-73417,4804,159837,86312,72564,13748
2017:Q3,86677,240,2264,1044,1012,-44,252,487841,-6024,-397644,86677,72341,14336
2017:Q4,62598,-200,2656,2088,228,4,336,-127652,24088,163706,62598,72070,-9472
2018:Q1,94994,-204,-1172,-524,-440,0,-208,206402,-1168,-108864,94994,71422,23572
2018:Q2,108974,-200,-4000,-4404,52,0,352,248253,-5212,-129867,108974,71274,37700
2018:Q3,100045,-200,600,-564,980,-84,268,136518,-5964,-30909,100045,70205,29840
2018:Q4,26099,-160,-2088,-244,-1608,-20,-216,45566,-74212,56992,26099,70151,-44052
2019:Q1,82979,-156,3912,1512,1124,4,1272,8359,-60,70924,82979,69115,13864
2019:Q2,84817,-156,-2200,-4564,1220,0,1144,-90270,-9916,187359,84817,70677,14140
2019:Q3,84932,-160,3988,1036,1420,-12,1544,506540,-14424,-411012,84932,69536,15396
2019:Q4,17164,160,5328,3692,1452,8,176,18427,4496,-11247,17164,68132,-50968
2020:Q1,74561,156,-11796,-4336,-2848,-32,-4580,194978,-48832,-59945,74561,65581,8980
2020:Q2,137312,156,3524,-2208,2904,8,2820,195967,18936,-81271,137312,63616,73696
2020:Q3,87513,156,7584,2364,1972,-28,3276,111411,-23432,-8205,87513,64473,23040
2020:Q4,59246,516,9644,4260,3204,8,2172,79761,-42160,11485,59246,65362,-6116
2021:Q1,87899,516,-168,-600,-540,8,964,149120,18360,-79929,87899,70807,17092
2021:Q2,93603,516,-6016,-5360,-356,4,-304,246837,13580,-161314,93603,67651,25952
2021:Q3,64965,516,-6940,-1204,-1940,-44,-3752,-129077,-9540,210006,64965,74545,-9580
2021:Q4,52149,-908,5000,3616,4012,4,-2632,377623,18444,-348010,52149,72197,-20048
2022:Q1,149662,-908,-1228,-704,-576,4,48,309642,-31844,-126000,149662,71426,78236
2022:Q2,102176,-908,-12680,-7900,-2264,-8,-2508,292967,17516,-194718,102176,70416,31760
2022:Q3,45867,-908,-2356,-1904,-696,-12,256,80036,-13600,-17305,45867,72031,-26164
2022:Q4,-8289,188,3932,2796,-1216,0,2352,299716,3196,-315321,-8289,74207,-82496
2023:Q1,87453,192,1464,608,460,0,396,17640,-696,68853,87453,74785,12668
2023:Q2,88983,188,6596,4112,1084,4,1396,327094,13616,-258511,88983,73735,15248
2023:Q3,91332,188,-2312,-872,80,-20,-1500,38344,22884,32228,91332,72764,18568
2023:Q4,92099,188,1396,568,448,0,380,633438,9824,-552746,92099,74647,17452
2024:Q1,82401,192,1676,540,368,4,764,162006,10560,-92032,82401,73293,9108
